Protein ID,H53_EL_RM_vs_H53_LL_RM,H53_EL_RM_vs_H53_LL_RM_PEP,2174_EL_RM_vs_2174_LL_RM,2174_EL_RM_vs_2174_LL_RM_PEP,2176_EL_RM_vs_2176_LL_RM,2176_EL_RM_vs_2176_LL_RM_PEP,H53_EL_RM_vs_2174_EL_RM,H53_EL_RM_vs_2174_EL_RM_PEP,2176_LL_RM_vs_H53_LL_RM,2176_LL_RM_vs_H53_LL_RM_PEP,H53_EL_RM_vs_H53_EL_CM,H53_EL_RM_vs_H53_EL_CM_PEP,2176_EL_RM_vs_2176_EL_CM,2176_EL_RM_vs_2176_EL_CM_PEP,H53_EL_RM_vs_2176_EL_RM,H53_EL_RM_vs_2176_EL_RM_PEP,H53_EL_CM_vs_2176_EL_CM,H53_EL_CM_vs_2176_EL_CM_PEP,H53_LL_RM_vs_H53_EL_CM,H53_LL_RM_vs_H53_EL_CM_PEP
HVO_A0512 [D4GRH4] (aldH4) aldehyde dehydrogenase,1.229593396,0.000290921,0.931299008,0.000270027,1.693918597,0.000314563,0.512103533,0.001899474,-0.265647278,0.32739294,0.753842313,0.001299785,0.186688559,0.885708223,-0.162580332,0.942723271,-0.822800005,0.008625803,-0.463600472,0.000315019
"HVO_A0509 [D4GRH1] (paaC) 1,2-phenylacetyl-CoA epoxidase subunit C",0,1,1.785724779,0.171663489,0.784949485,0.37210219,0,1,-0.224670083,0.941079191,0,1,2.354235649,1,0,1,0,1,-1.838777975,0.446076233
"HVO_A0508 [D4GRH0] (paaB) 1,2-phenylacetyl-CoA epoxidase subunit B",1.580786886,0.000291018,2.220850422,0.000270027,2.669648311,0.000314563,-0.742608399,0.735032038,-0.421967217,0.836274338,-0.433156476,0.811050262,-0.332218636,0.856759104,-0.78869728,0.834477914,-0.681618395,0.940540046,-1.942446642,0.003782247
"HVO_A0507 [D4GRG9] (paaA) 1,2-phenylacetyl-CoA epoxidase subunit A",1.347657692,0.000290921,1.281481566,0.000270027,1.626244808,0.000314563,-0.181302842,0.79216314,-0.166069116,0.913512931,-0.125391574,0.748339167,-0.454828431,0.050069356,-0.086649589,0.966321574,-0.42214006,0.21962138,-1.526982729,0.000315019
HVO_A0506 [D4GRG8] (boa8) HTH-10 family transcription regulator,0,1,0.439298147,0.415517221,0.493689952,0.46397114,0,1,0.224702204,0.931576784,0,1,0.130546067,0.88047591,0,1,0.362810611,0.959063233,-0.926032397,0.396148758
HVO_A0505 [D4GRG7] (fadA4) enoyl-CoA hydratase,1.19736911,0.000290921,1.225280041,0.000270027,1.231951806,0.000314563,-0.193887893,0.849423955,0.05928149,0.975375116,-0.336648633,0.428323428,-0.362893115,0.641146432,-0.097184465,0.972746454,-0.180140027,0.972754296,-1.527446093,0.000315019
HVO_A0504 [D4GRG6] conserved hypothetical protein,0.637135113,1,0.114395354,1,-2.619793197,0.215430515,-0.608076306,0.836165944,3.773474844,1,-1.547356417,0.444352548,0.116035548,0.907136426,0.691115023,0.704857016,2.017538866,0.84850677,0,1
HVO_A0503 [D4GRG5] amidohydrolase domain protein,-1.183094222,0.335417961,0.432161734,0.418771529,0.601572396,0.389870876,-1.653909519,0.642389948,-0.305153466,0.945509824,-1.242438868,0.624071152,-0.036200454,0.903794086,-1.317978813,0.857743726,-0.284879581,0.966972391,0.095803427,0.569950516
HVO_A0501 [D4GRG4] homolog to S-adenosylmethionine-dependent methyltransferase,1.547823365,0.000290921,1.578121535,0.000270027,1.362414311,0.000314563,-0.165375128,0.902309932,-0.000859415,0.983194358,0.008859561,0.937929246,-0.125619164,0.935660357,0.131271484,0.968866264,0.029187346,0.987742644,-1.560188109,0.000315019
HVO_A0500 [D4GRG3] (mtfK1) FKBP-type peptidylprolyl isomerase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0499 [D4GRG2] conserved hypothetical protein,0.832804943,0.318492847,1.210344425,0.28556384,0.878864106,0.28705939,-0.396880284,0.918807289,-0.225116751,0.923234191,0.158757597,0.884049859,0.294256425,0.884351403,0.274249844,0.962814171,0.33588849,0.960910055,-0.65625928,0.425872977
HVO_A0498 [D4GRG1] conserved hypothetical protein,0.205060191,0.406206572,0.309525854,0.018718581,0.098789658,0.712675633,-0.029010045,0.972500717,-0.057019228,0.979327129,-0.069274446,0.932872024,-0.247305936,0.189991693,0.157953308,0.941326435,-0.056319058,0.992305453,-0.247157729,0.156119392
HVO_A0496 [D4GRF9] UspA domain protein,1.716321384,0.000290921,1.342320132,0.000270027,1.510778857,0.000314563,0.141028559,0.874211612,0.053375038,0.984089891,0.233632963,0.511798615,-0.21704514,0.835846693,0.158697973,0.92599711,-0.316017183,0.830454043,-1.471142881,0.000315019
HVO_A0488 [D4GRF1] (cobA) cob(I)alamin adenosyltransferase,0.159710571,0.544573112,0.000469187,0.591303566,0.241497508,0.556825329,-0.064900078,0.882726187,0.055653783,0.952405163,-0.142270062,0.799116039,0.165426886,0.93424079,-0.189199603,0.915758436,0.171502213,0.974756741,-0.309270588,0.387580312
"HVO_A0487 [D4GRF0] (cbiA) cobyrinate a,c-diamide synthase",0.604947172,0.000290921,0.194589895,0.194871519,0.276013448,0.005036093,0.134862603,0.880887132,0.104771041,0.968863995,0.220574586,0.484476476,-0.190036677,0.847469011,0.156398977,0.923013828,-0.254180824,0.839564824,-0.400972656,0.000315019
HVO_A0486 [D4GRE9] (hypE1) HypE family protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0485 [D4GRE8] pyridoxal phosphate-dependent aminotransferase,0.31013382,0.476734712,0.238626936,0.445298917,-0.542425003,0.458989177,0.549729683,1,0.297752554,0.929244341,-2.218775561,0.750124322,-0.428466888,0.866581401,0.568560617,1,-0.680008035,0.951982409,-2.524466085,0.354045614
HVO_A0477 [D4GRE2] (pstS2) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate),-1.228110282,0.362728934,-1.493076364,0.353265395,-0.809866619,0.481264165,-0.083861555,0.921241431,-0.037694484,0.924918642,0.435691406,0.835103146,0.990743745,0.817150192,-0.23454981,0.963185109,0.262538666,0.963197766,1.697523699,0.183754579
HVO_A0476 [D4GRE1] conserved hypothetical protein,-0.943164698,0.000290921,-0.626617595,0.000270027,-0.900936766,0.000314563,-0.127656146,0.916332096,-0.009310912,0.975505775,-0.321607532,0.475872336,-0.278435706,0.816502488,-0.049379474,0.97824869,0.051617792,0.986237241,0.54777179,0.005673991
HVO_A0472 [D4GRD7] (trxB6) oxidoreductase (homolog to thioredoxin-disulfide reductase),0.38281115,0.177621581,0.865529514,0.000270027,0.854263664,0.000314563,-0.272326149,0.842825481,-0.080688684,0.943654993,-0.159770993,0.859968915,-0.172016433,0.93207513,-0.394907236,0.702142773,-0.434411784,0.901529147,-0.57186187,0.001575735
HVO_A0471 [D4GRD6] alpha/beta hydrolase fold protein,0,1,0,1,0,1,0,1,1.611272091,1,0,1,0,1,0,1,4.183860278,1,0,1
HVO_A0470 [D4GRD5] glyoxalase domain protein,1.359613811,0.011076016,0.522963934,0.507026204,1.005259261,0.26268365,0.170850456,0.887850459,0.39862254,0.534163794,0.311602687,0.829820425,0.342733813,0.899754329,0.096306574,0.961524444,-0.049411095,0.974722642,-0.825343936,0.267837523
HVO_A0469 [D4GRD4] pirin domain protein,0.325767529,0.485730309,0.13007756,0.595858558,-0.35948926,0.48959042,0.074034909,0.901686376,0.360952519,0.909491151,0.079671389,0.8469581,-0.327138857,0.892029773,0.199559886,0.951578642,-0.212218489,0.969047691,-0.211596914,0.548793505
HVO_A0466 [D4GRD1] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0465 [D4GRD0] TetR family transcription regulator,0.112374838,0.301647004,0.727965468,0.032385611,0.856531766,0.002832432,-0.329444477,0.870771993,0.146791238,0.955087139,-0.276750945,0.807130668,0.349807422,0.907703387,-0.732122784,0.784675383,-0.018998528,0.977342249,-0.404211532,0.423888256
HVO_A0464 [D4GRC9] conserved hypothetical protein,-0.148803537,0.589240579,-0.116833641,0.556893246,-0.194900529,0.62120008,-0.311557758,0.864150053,-0.051370057,0.953666165,-0.184363877,0.829247911,-0.021483472,0.941902688,0.111838156,0.951833154,0.308593462,0.953146844,-0.068354181,0.625261867
HVO_A0459 [D4GRC4] conserved hypothetical protein,-0.491673246,0.29657696,0.919979691,0.05028347,0.603458852,0.348139697,-0.499957749,0.754282709,-0.316235374,0.932591249,-0.636524785,0.539308925,0.121680744,0.903560127,-0.699657782,0.705395204,0.187274265,0.96798351,-0.160878592,0.507631012
HVO_A0458 [D4GRC3] ParA domain protein,0.034199408,0.794367976,0.186206557,0.388036866,0.082612684,0.682304652,-0.120886961,0.922116595,0.052902145,0.98405289,-0.162342059,0.81632214,-0.183166587,0.921754788,-0.071560547,0.978409127,-0.125497468,0.980730748,-0.186741222,0.385933485
HVO_A0452 [D4GRB7] UspA domain protein,0.920762077,0.000290921,0.389074008,0.171955754,0.717628666,0.002832432,0.445549578,0.013176828,0.173519244,0.945439381,0.387172821,0.616139535,0.268734692,0.88651558,0.075179657,0.960868959,-0.151784244,0.977373661,-0.506499243,0.042012526
HVO_A0451 [D4GRB6] DASS family transport protein,0.117692221,0.625779302,-0.024132428,0.862188208,0.113254764,0.622891678,0.296590598,0.018736763,-0.104301285,0.969592971,0.554731662,0.001299785,0.215597763,0.915895817,0.100636408,0.974154855,-0.261792294,0.947132606,0.431963689,0.001260565
HVO_A0443 [D4GRA9] conserved hypothetical protein,0,1,-0.45328615,0.414541809,0,1,0,1,-0.141540505,0.919262408,0,1,0,1,0,1,0,1,2.170212561,1
HVO_A0441 [D4GRA7] (rad25a) DNA repair helicase Rad25,0.251166135,0.457153982,0.714003682,0.422030359,0.602435055,0.436440188,-0.044346374,0.845980728,-0.413626392,0.903866624,-0.174972743,0.762814545,4.397068256,1,0.093367945,0.921768791,1.949224261,1,-0.17652314,0.482624977
HVO_A0440 [D4GRA6] DUF790 family protein,0.531604412,0.371770847,0.275994211,0.479801965,0.324095007,0.472280786,-0.144809404,0.879171235,0.445773577,0.926749754,-0.060659476,0.836221074,0.379343075,0.893816106,-0.227962872,0.939139128,-0.027963309,0.97008081,-0.482427446,0.38527484
HVO_A0439 [D4GRA5] DUF2800 family protein,1.009532672,0.000290921,1.418049227,0.000270027,1.217263552,0.000314563,-0.360397885,0.756176609,-0.007437477,0.96827419,-0.157733966,0.856908795,0.087022718,0.933343785,0.169603019,0.946819503,0.001567504,0.979555231,-1.157439817,0.000315019
HVO_A0432 [D4GR98] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0430 [D4GR95] DUF1611 family protein,0.570721727,0.253456221,0.727833431,0.000270117,0.31563253,0.502261659,-0.349948112,0.849764721,0.235079318,0.803776725,-0.485247388,0.720213893,-0.294842231,0.891127079,-0.02405352,0.947569133,0.179505462,0.973963299,-1.073153623,0.18922771
HVO_A0429_A [D4GR94] homolog to dipeptide epimerase,0.423489453,0.145916184,0.887248048,0.000270027,0.167151384,0.647626361,-0.69994216,0.123108366,0.239926215,0.921320696,-0.534500593,0.560661457,-0.230633617,0.942316708,-0.027500248,0.961578745,0.385832717,0.963197766,-0.95225161,0.000315019
HVO_A0429 [D4GR93] homolog to D-aminoacylase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0428 [D4GR92] (dppA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),1.69763945,0.000290921,1.828159385,0.000270027,1.796112855,0.000314563,-0.149723103,0.900557631,-0.215822534,0.888028193,0.069688191,0.878335141,-0.010421417,0.95632189,0.036035553,0.965362712,0.019076402,0.984172505,-1.57032366,0.000315019
HVO_A0426 [D4GR89] (dppD9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.583249079,0.33221845,0.405917221,0.428888664,0.738894222,0.297480852,0.333647745,0.835615446,-0.34740573,0.924825978,0.14111352,0.825398344,0.104635783,0.909164962,0.20184535,0.932061239,0.211641389,0.965844402,-0.431620126,0.455033369
HVO_A0425 [D4GR88] (dppF9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.34500809,0.541523973,-1.12184906,0.256241271,0.87065181,0.462974518,1.110479327,0.848226212,-0.418062426,0.911688125,0.022385324,0.81471116,0.876773822,0.870265399,0.020545113,0.942285194,0.924888673,0.96253031,-0.450682417,0.447402646
HVO_A0424 [D4GR87] (boa6) HTH-10 family transcription regulator,0.687257157,0.31499004,0.947865346,0.326195135,0.809589157,0.000314563,-0.16722947,0.871525676,-0.073036078,0.977007576,0.268801397,0.818122817,-0.110462624,0.914195733,0.135862763,0.948041823,-0.088017895,0.970002411,-1.27953395,0.110360757
HVO_A0419 [D4GR83] HTH domain protein,-0.237696491,0.48206278,-0.395626451,0.103464303,-0.169129471,0.583730757,-0.004596088,0.953878349,-0.114550904,0.964920782,-0.205969303,0.836963636,-0.09029147,0.949568733,-0.078548892,0.980218749,0.096200674,0.982582477,0.078229697,0.66629086
HVO_A0417 [D4GR81] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0406 [D4GR72] conserved hypothetical protein<|>HVO_A0432 [D4GR98] conserved hypothetical protein,0.129652329,0.664776947,0.183659335,0.358019634,0.230892736,0.316728682,0.098826875,0.940886953,-0.218297961,0.81629334,0.248741715,0.580490572,0.04407297,0.968712244,0.069754308,0.978288846,-0.056861857,0.988154281,0.06252366,0.762645012
HVO_A0406 [D4GR72] conserved hypothetical protein,0.018516563,0.588211644,0.156427422,0.564844064,0.124108321,0.598564221,-0.109184304,0.916785231,-0.165832061,0.950598745,-0.03851868,0.868597256,0.145919358,0.91192586,-0.010924943,0.964800211,0.028627372,0.97981726,-0.041964286,0.62221761
HVO_A0401 [D4GR67] Fido domain protein,-0.218612898,0.461459416,-0.296557775,0.386430406,-0.180200383,0.539046163,-0.088441653,0.91802423,-0.090080194,0.962249989,0.013693546,0.910506859,-0.185805063,0.902028305,-0.0559329,0.970609165,-0.179665734,0.975464677,0.161327981,0.583746328
HVO_A0394 [D4GR60] HTH domain protein,-0.163409132,0.583413693,-0.030055686,0.712573185,0.132717317,0.63508086,-0.142226905,0.916785231,-0.026388172,0.968076263,-0.221024109,0.274473006,0.269190483,0.85907399,-0.287078455,0.326368417,0.164490181,0.980448284,-0.049965265,0.644566203
HVO_A0388 [D4GR56] Lrp/AsnC family transcription regulator,-0.391796186,0.155032678,-0.38416292,0.102048045,-0.275249239,0.376376489,0.032172602,0.943063905,-0.127308902,0.9472482,-0.364151989,0.525543538,0.035687013,0.952520967,0.012043899,0.972433398,0.428494405,0.904393248,0.0351787,0.706142529
HVO_A0386 [D4GR54] (hyuB3) N-methylhydantoinase (ATP-hydrolyzing) B,1.583238006,0.432084533,1.349727632,0.134568305,0,1,0.862020409,0.835247551,-0.532569861,0.884755252,1.205269875,0.781892014,0,1,3.983354635,1,0,1,0.12837988,0.519324578
HVO_A0385 [D4GR53] (hyuA3) N-methylhydantoinase (ATP-hydrolyzing) A,0.50435903,0.363696631,1.352142822,0.000810454,1.758880889,0.007870218,-0.482243605,0.807153642,-0.925195157,0.004205146,-0.548835499,0.677987218,-0.140381262,0.902028305,-0.787469207,0.784340552,0.001117559,0.972280219,-0.773482077,0.097604045
HVO_A0384 [D4GR52] (dppF8) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),3.274107475,0.000290921,3.564212086,0.000270117,3.199702859,0.000314563,-0.086695314,0.855790909,-0.059903784,0.976965236,0.138536619,0.814104505,-0.030756999,0.893435439,0.182779224,0.961197599,-0.064706976,0.973998199,-3.365984578,0.000315019
HVO_A0383 [D4GR51] (dppD8) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.873049426,0.448888488,2.597194277,0.000270027,2.642636018,0.000314563,0.176159724,0.874359589,-0.009776445,0.979851508,-0.163170087,0.793493127,0.203491343,0.884214942,-0.128498811,0.929745736,-0.345369829,0.977654953,-1.982919442,0.023982198
HVO_A0382 [D4GR50] (dppC8) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),1.620311937,0.115096187,2.651618534,0.000270027,2.024580177,0.39580192,-0.600617269,0.809268385,-0.268004805,0.927739198,-0.993178663,0.740827813,0.80850575,0.849058594,0.241908782,0.922823553,1.794786394,0.924612236,-2.441633488,0.00819696
HVO_A0381 [D4GR49] (dppB8) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),2.311157724,0.112389761,2.747931029,0.01681212,2.843573206,0.075858761,-0.193708306,0.843531334,0.012659929,0.931150111,-0.182631952,0.78143605,0.019350682,0.894448005,-0.086550259,0.932984382,0.202066819,0.959894603,-2.354454064,0.185042066
HVO_A0380 [D4GR48] (dppA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),2.261348344,0.000290921,2.598413938,0.000270027,2.400062147,0.000314563,-0.230109357,0.783292792,-0.090092863,0.975287838,0.13749627,0.867453698,0.150112183,0.918605874,0.012389854,0.982337346,0.093787429,0.983053379,-2.202011757,0.000315019
HVO_A0379 [D4GR47] (hyuA2) N-methylhydantoinase (ATP-hydrolyzing) A,2.394489316,0.000290921,2.689888633,0.000270027,2.175351576,0.000314563,-0.245250437,0.061426567,0.161571367,0.822143919,-0.055890483,0.961352874,-0.150828746,0.892670648,0.074527773,0.986351996,-0.032832467,0.9959171,-2.442386862,0.000315019
HVO_A0378 [D4GR46] (hyuB2) N-methylhydantoinase (ATP-hydrolyzing) B,2.416264427,0.000290921,2.619796842,0.000270027,2.078619874,0.000314563,-0.160331526,0.580875811,0.133244511,0.905742278,0.011557777,0.989259567,-0.111268015,0.93706101,0.152972401,0.873448387,0.062151233,0.993267294,-2.378011887,0.000315019
HVO_A0377 [D4GR45] (hyuE) hydantoin racemase,2.365853606,0.000290921,2.735192395,0.000270027,2.526953341,0.000314563,-0.188843908,0.896992926,-0.023998714,0.971352807,-0.259913618,0.827330294,-0.263770478,0.912904086,-0.025196403,0.970469871,-0.153559476,0.974858827,-2.615168599,0.000315019
HVO_A0376 [D4GR44] (pepQ2) probable Xaa-Pro dipeptidase,2.632559812,1,8.233377634,1,2.490620657,1,-1.123106968,0.816904638,0,1,-0.791093861,0.744995261,-0.221052662,0.857755758,-0.050319591,0.919019337,0.532702894,0.95612505,0,1
HVO_A0372 [D4GR41] beta-lactamase domain protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0362 [D4GR31] PQQ repeat protein,0,1,0,1,0,1,0,1,-0.556578117,0.894526532,0,1,0,1,0,1,-0.21945841,1,-0.982125008,0.343223362
HVO_A0351 [D4GR25] hypothetical protein,2.031065562,0.083651086,0,1,0,1,1.71420744,1,0.351859214,0.912120962,1.977498187,0.159447991,0,1,6.922693617,1,-0.71755172,0.951419846,-0.102786228,0.541417139
HVO_A0350 [D4GR24] conserved hypothetical protein,0.997240135,0.378567122,3.098180509,0.007305176,2.808158622,0.258141189,-0.218420888,0.823671003,-0.155424245,0.92547239,4.688257841,1,3.024126525,0.721448675,0.322897167,0.922057847,-0.147612313,0.976546552,-0.24935434,0.33143239
HVO_A0348A [A0A1C9J6T8] hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_A0346 [D4GR21] XerC/D-like integrase,0.048401909,0.583071219,-0.128865564,0.579430719,0.223626505,0.548434403,0.303851188,0.834139543,-0.303087076,0.882413755,0.242768044,0.828099052,0.131079242,0.921654573,0.268548119,0.936246876,0.227809707,0.971349439,0.143142592,0.646939778
HVO_A0342 [D4GR19] IclR family transcription regulator,-0.206697988,0.242834918,-0.201530916,0.516849154,-0.039430215,0.731154306,-0.028751456,0.944650647,-0.165635535,0.957545751,-0.007464293,0.919660595,-0.173565217,0.936450528,-0.015880357,0.97661626,-0.011828321,0.987257744,0.079086838,0.793269579
HVO_A0339 [D4GR16] (dppA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.705796813,0.240028693,0.439606776,0.275747542,0.484338182,0.238377145,0.353520877,0.82773576,-0.069747954,0.954842214,0.706676653,0.504243707,0.38592634,0.833529517,0.309237779,0.922249968,0.033838946,0.968149308,-0.06736554,0.546445818
HVO_A0335 [D4GR12] DUF1028 family protein,0.189394771,0.544234195,0.363221726,0.407401174,-0.1982154,0.561191809,-0.254050362,0.867877341,0.330622584,0.902554268,-0.184738269,0.849086604,-0.268352207,0.906223654,0.070205504,0.949374083,-0.041093614,0.975464677,-0.477942921,0.323907517
HVO_A0332 [D4GR09] IclR family transcription regulator,0.3225401,0.484729711,0.270873809,0.423661473,0.739740229,0.324243783,-0.081599054,0.870469586,-0.176699871,0.925195993,0.164041568,0.818322134,0.372956777,0.872965251,-0.304243904,0.932229939,-0.095398646,0.963339296,-0.239221208,0.498620741
HVO_A0331 [D4GR08] (dgoD1) D-galactonate dehydratase,0.016721664,0.794730132,-0.269966768,0.064430965,-0.123241419,0.619847038,-0.012237545,0.974641518,0.211274046,0.866100988,0.13709144,0.849615887,0.191875273,0.866736866,-0.062935064,0.980180089,-0.017369817,0.991585707,0.11363276,0.643549149
HVO_A0330 [D4GR07] GFO family oxidoreductase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
"HVO_A0329 [D4GR06] (kdgA3) 2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type",0.023496681,0.610568946,0.198278025,0.498253623,-0.063703964,0.593504524,-0.163735055,0.887577548,0.189329357,0.942488962,0.237644797,0.837148938,-0.107995895,0.917467144,-0.140226866,0.949374083,-0.367311438,0.956012118,0.070313621,0.564572557
HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase,0.100702998,0.660579243,-0.134141619,0.54828065,-0.079747378,0.666308381,0.049668047,0.935436414,0.010182932,0.96978583,0.02056159,0.906678741,0.142602366,0.934952962,0.136038118,0.95636729,0.308136377,0.953388066,-0.022510629,0.717756531
HVO_A0326 [D4GR03] (bgaH) beta-D-galactosidase,2.317687102,0.001164218,2.014927544,0.000270027,2.113108715,0.00220292,0.319181145,0.821902543,0.074903358,0.966975626,1.041112666,0.362244186,0.932086395,0.79135564,0.009835758,0.934224916,-0.069131893,0.969007344,-1.317047965,0.000315019
HVO_A0324 [D4GR01] conserved hypothetical protein,0,1,0,1,0,1,0,1,-0.138843253,0.929156597,0,1,0,1,0,1,0,1,1.83299753,1
