"Protein.ID","H53_EL_RM_vs_H53_LL_RM_PEP","X2174_EL_RM_vs_2174_LL_RM_PEP","X2176_EL_RM_vs_2176_LL_RM_PEP","H53_EL_RM_vs_2174_EL_RM_PEP","X2176_LL_RM_vs_H53_LL_RM_PEP","H53_EL_RM_vs_H53_EL_CM_PEP","X2176_EL_RM_vs_2176_EL_CM_PEP","H53_EL_RM_vs_2176_EL_RM_PEP","H53_EL_CM_vs_2176_EL_CM_PEP","H53_LL_RM_vs_H53_EL_CM_PEP"
"456","HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.375652873,0.423335159,0.388882765,0.806728028,0.931831658,0.779604778,0.868128301,0.926634738,0.958214389,0.517653128
"457","HVO_A0087 [D4GQB9] fumarylacetoacetase family protein",1,0.492199142,0.48759139,1,0.901709224,1,0.872220612,1,0.959324887,0.45237846
"458","HVO_A0086 [D4GQB8] UspA domain protein",1,1,1,1,0.921320696,1,1,1,1,1
"459","HVO_A0085 [D4GQB7] conserved hypothetical protein",0.591299301,0.431179222,1,0.842471539,1,0.876451118,0.862797596,0.962867305,0.964544336,0.25841899
"460","HVO_A0084 [D4GQB6] amidohydrolase domain protein",1,1,1,1,1,0.679263741,1,1,1,1
"461","HVO_A0083 [D4GQB5] Rieske-type iron-sulfur protein (2Fe-2S)",0.339902052,0.363737639,0.368815711,0.793984049,0.945790892,0.76378697,0.912795798,0.955113272,0.966972391,0.630337927
"462","HVO_A0082 [D4GQB4] IclR family transcription regulator",0.000290921,0.000270027,0.000314563,0.909720579,0.924267745,0.763301164,0.921854914,0.960150681,0.974345172,0.000945407
"463","HVO_A0078 [D4GQB0] SNF2/RAD54 helicase domain protein (nonfunctional)",1,1,1,1,1,1,1,1,1,1
"464","HVO_A0074 [D4GQA6] AAA-type ATPase domain protein",0.318174269,0.429542882,0.344207036,0.835431588,0.948876958,0.760859888,0.883255715,0.909724229,0.959481068,0.426203807
"465","HVO_A0064 [D4GQ96] (orc13) Orc1-type DNA replication protein",0.299744898,0.291412346,0.173896048,0.93642572,0.962195368,0.889029789,0.953485415,0.974067905,0.985344118,0.048981642
"466","HVO_A0049 [D4GQ81] DUF21/CBS domain protein",0.625432925,0.005679645,0.121064291,0.533711402,0.968863995,0.047701199,0.649144828,0.822079983,0.99356209,0.000315019
"467","HVO_A0048 [D4GQ80] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"468","HVO_A0047 [D4GQ79] UspA domain protein<|>HVO_A0496 [D4GRF9] UspA domain protein",0.099787435,0.056097713,0.018900881,0.868490811,0.946834934,0.826172854,0.866269951,0.952778716,0.944207763,0.067699228
"469","HVO_A0047 [D4GQ79] UspA domain protein",0.056035035,0.031289045,0.23158369,0.906120797,0.729254786,0.851196967,0.931067656,0.959592282,0.972572748,0.000945407
"470","HVO_A0045 [D4GQ77] (htpX3) HtpX-like protease",0.151079292,0.057484363,0.467294041,0.897378753,0.944802189,0.875345053,0.918708832,0.951002306,0.990863135,0.000315019
"471","HVO_A0040 [D4GQ72] small CPxCG-related zinc finger protein",0.400661844,0.475127951,0.448038944,0.824256935,0.927470574,0.787976004,0.871171265,0.924145926,0.979701084,0.034416236
"472","HVO_A0037 [D4GQ69] conserved hypothetical protein",0.462453695,0.395763323,0.465300147,0.85856752,0.935556068,0.796535182,0.889826325,0.925169516,0.963667508,0.503625321
"473","HVO_A0035 [D4GQ67] (cetZ4) FtsZ family protein CetZ, type III",1,1,1,1,0.91340665,1,1,1,1,1
"474","HVO_A0027 [D4GQ59] HTH domain protein<|>HVO_A0397 [D4GR63] HTH domain protein",0.322636932,0.508040502,0.418575441,0.842471539,0.847755859,0.764997937,0.906109066,0.91094407,0.96214366,0.507297135
"475","HVO_A0021 [D4GQ53] conserved hypothetical protein",0.105482852,0.000540269,0.50159429,0.898912665,0.949544352,0.917441378,0.926653857,0.968046871,0.988538297,0.135930386
"476","HVO_A0013 [D4GQ45] conserved hypothetical protein",0.165088206,0.291104156,0.298132614,0.832838609,0.91936159,0.765722096,0.895702347,0.930439287,0.96722783,0.364881152
"477","HVO_A0012 [D4GQ44] hypothetical protein",0.112389761,0.000270027,0.000314563,0.637297413,0.860611464,0.868434226,0.820562044,0.927357059,0.95503975,0.040112829
"478","HVO_A0011 [D4GQ43] ArsR family transcription regulator<|>HVO_A0436 [D4GRA2] ArsR family transcription regulator",0.452853598,0.286178766,0.470285743,0.813638274,0.880621506,0.789088253,0.890087537,0.936246876,0.963433359,0.473307384
"479","HVO_A0011 [D4GQ43] ArsR family transcription regulator",0.51284967,0.148695398,0.343551767,0.74400499,0.91936159,0.804205475,0.835846693,0.816071149,0.953866505,0.491952343
"480","HVO_A0009 [D4GQ41] probable S-adenosylmethionine-dependent methyltransferase<|>HVO_A0434 [D4GRA0] probable S-adenosylmethionine-dependent methyltransferase (nonfunctional)",0.346638655,0.225496702,0.234817995,0.815073924,0.945298281,0.755416192,1,0.925813961,0.960150908,0.353389342
"481","HVO_A0009 [D4GQ41] probable S-adenosylmethionine-dependent methyltransferase",1,1,1,1,1,1,1,1,1,1
"482","HVO_A0005 [D4GQ37] integrase family protein",0.033629307,0.131122363,0.462310167,0.927993783,0.890788773,0.801035778,0.952520967,0.960703962,0.977686052,0.521330731
"483","HVO_A0003 [D4GQ36] (parA3) ParA domain protein",0.000290921,0.000270027,0.000314563,0.924281654,0.985870537,0.903063062,0.958587544,0.983508424,0.987413007,0.000315019
"484","HVO_A0002 [D4GQ35] conserved hypothetical protein",0.2978438,0.000270117,0.004091596,0.405364789,0.672231931,0.099987917,0.88145551,0.503907434,0.96722783,0.486288133
"485","HVO_A0001 [D4GQ34] (orc3) Orc1-type DNA replication protein",0.588897569,0.585709113,0.557832784,0.862414622,0.953164638,0.771450831,0.904725421,0.95352525,0.973963299,0.579033169
"486","HVO_3014 [D4GYC9] (oapA) origin-associated GTP-binding protein OapA",0.059882157,0.760091822,0.828981938,0.969636465,0.882709422,0.010331789,0.897806251,0.828309518,0.990708249,0.750973088
"487","HVO_3013 [D4GYC7] (oapB) origin-associated protein OapB",0.501106948,0.407401174,0.484593708,0.875244744,0.963813254,0.84873312,0.922453796,0.915132338,0.977373661,0.112595105
"488","HVO_3012 [D4GYC6] (oapC) origin-associated protein OapC",0.011076016,0.1901516,0.449033848,0.129218743,0.862233267,0.001299785,0.864859789,0.202611891,0.965356593,0.466325595
"489","HVO_3010 [D4GYC2] (hef) ATP-dependent RNA helicase/nuclease Hef",0.010200297,0.582219111,0.17485967,0.767987419,0.863831866,0.308007322,0.76954068,0.985561581,0.97648202,0.778460484
"490","HVO_3009 [D4GYB9] UspA domain protein",0.011659953,0.161167484,0.109262143,0.856119829,0.862412026,0.847669632,0.879489025,0.908486752,0.922435131,0.018296196
"491","HVO_3008 [D4GYB7] UPF0148 family protein",0.000290921,0.000270027,0.000314563,0.940982335,0.962031214,0.908053657,0.960388899,0.977845392,0.990078779,0.000315019
"492","HVO_3007 [Q9P9L2] (mdh) malate dehydrogenase",0.064029991,0.000270027,0.000314563,0.974714658,0.987864944,0.891700958,0.963226714,0.989609785,0.942484734,0.060397741
"493","HVO_3005 [D4GYB1] (htr15b) transducer protein Htr15",0.182218119,0.2375035,0.206075662,0.441604999,0.906895037,0.57070306,0.609285827,0.940354322,0.96214366,0.451383074
"494","HVO_3002 [D4GYA3] ABC-type transport system ATP-binding protein",0.000290921,0.071120709,0.000314563,0.001899474,0.457164539,0.001299785,0.328614288,0.958858598,0.008625803,0.479961811
"495","HVO_3001 [D4GYA0] ABC-type transport system permease protein",0.029517727,0.550000711,0.00818518,0.015035886,0.946765816,0.042840035,0.725010399,0.947636866,0.969687045,0.656440361
"496","HVO_3000 [D4GY98] (ligN) DNA ligase (NAD)",0.412740611,0.452225442,0.744181141,0.96273334,0.984605096,0.915066197,0.978079835,0.978168283,0.992737798,0.814664988
"497","HVO_2997 [D4GY92] (metY2) O-acetylhomoserine aminocarboxypropyltransferase (methionine synthase)",0.000291018,0.000270027,0.000314563,0.870922996,0.957191752,0.844451603,0.88047591,0.952465071,0.977247823,0.000315019
"498","HVO_2996 [D4GY91] transport protein (probable substrate phosphate/sulfate)",0.536109463,0.665222025,0.511610216,0.83943544,0.948202989,0.831530357,0.938443125,0.955474132,0.968025032,0.526682683
"499","HVO_2995 [D4GY89] (fdx) ferredoxin (2Fe-2S)",0.173336877,0.010559947,0.097476396,0.867261678,0.950989945,0.733124699,0.913874166,0.937118986,0.947270712,0.071193416
"500","HVO_2993 [D4GY85] (pibD) prepilin/prearchaellin peptidase",0.000290921,0.640096015,0.00251767,0.001899474,0.099711766,0.001299785,0.36183098,0.982151817,0.008625803,0.297131899
"501","HVO_2992 [D4GY83] (hisI) phosphoribosyl-AMP cyclohydrolase",0.295310569,0.57351601,0.580026331,0.901811288,0.942194457,0.8469581,0.905419234,0.932314146,0.972243473,0.236697502
"502","HVO_2989 [D4GY77] (pmm4) phosphohexomutase (phosphoglucomutase / phosphomannomutase)",0.083949229,0.000270027,0.125853626,0.96281399,0.988714761,0.908464449,0.935572192,0.9913245,0.993021685,0.001890917
"503","HVO_2988 [D4GY74] (hisA) 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",0.060770561,0.267802884,0.301718191,0.851795957,0.834704356,0.751139618,0.903442978,0.923393006,0.974482939,0.016717414
"504","HVO_2985 [D4GY68] conserved hypothetical protein",0.430769836,0.009474474,0.064119373,0.625499653,0.953415877,0.708206184,0.660678176,0.825108056,0.947887128,0.165428466
"505","HVO_2984 [D4GY66] (trpY) probable repressor of tryptophan metabolism TrpY",1,1,1,1,1,1,1,1,1,1
"506","HVO_2983 [D4GY65] IMPACT family protein",0.560877627,0.478131618,0.652378003,0.892817847,0.949477906,0.75839801,0.924817649,0.967017984,0.963992916,0.126013247
"507","HVO_2981 [D4GY62] (upp) uracil phosphoribosyltransferase",0.000290921,0.000270027,0.000944038,0.001899474,0.934988602,0.001299785,0.819715738,0.086061827,0.984247205,0.120579604
"508","HVO_2979 [D4GY57] CobW domain protein",0.579306072,0.563113399,0.608016846,0.92986587,0.895438679,0.872155853,0.916945759,0.895051355,0.915505048,0.603636261
"509","HVO_2977 [D4GY53] (arsA2) ArsA family ATPase",0.590956102,0.573168535,0.569595046,0.897763637,0.947931539,0.837704031,0.91515511,0.944092429,0.914879959,0.610050915
"510","HVO_2976 [D4GY51] (cstA) carbon starvation protein CstA",0.457484989,0.504661182,0.343551767,0.847365829,0.917355223,0.798473108,0.766981757,0.935766706,0.954339677,0.463335079
"511","HVO_2975 [D4GY49] conserved hypothetical protein",0.237536127,0.285871283,0.202852228,0.888937532,0.91561136,0.830010981,0.893308295,0.949109773,0.96722783,0.064841393
"512","HVO_2974 [D4GY48] cupin 2 barrel domain protein",1,1,1,1,1,1,1,1,1,1
"513","HVO_2972 [D4GY45] conserved hypothetical protein",0.000290921,0.000810454,0.000314563,0.904534157,0.965905629,0.6987427,0.954586354,0.963501207,0.922656537,0.00063026
"514","HVO_2971 [D4GY43] conserved hypothetical protein",1,1,1,1,0.920052567,1,1,1,1,1
"515","HVO_2970 [D4GY41] TrmB family transcription regulator",1,1,1,1,1,1,1,1,1,1
"516","HVO_2969 [D4GY38] (thrC3) threonine synthase",0.000290921,0.001891538,0.000314563,0.249410003,0.923517379,0.006476033,0.405793968,0.987795117,0.989083018,0.398127271
"517","HVO_2968 [D4GY36] (serA3) D-3-phosphoglycerate dehydrogenase",0.357572249,0.870002934,0.892248657,0.407047682,0.993549422,0.942282516,0.980132135,0.916482934,0.987677049,0.502957881
"518","HVO_2967 [D4GY34] conserved hypothetical protein",0.000290921,0.001080674,0.000314668,0.871073866,0.929156597,0.830581801,0.871621969,0.948444326,0.964131526,0.059445825
"519","HVO_2965 [D4GY31] (serB) phosphoserine phosphatase",0.080075365,0.500949446,0.628984144,0.456687399,0.953478538,0.727970304,0.896076213,0.602747506,0.968437621,0.222138588
"520","HVO_2963 [D4GY25] DUF2178 family protein",0.411432865,0.319633027,0.459985341,0.841227388,0.912766196,0.808788025,0.856925692,0.927805085,0.959894603,0.420912008
"521","HVO_2961 [Q04829] (lpdA) dihydrolipoyl dehydrogenase",0.913523784,0.907450161,0.416262343,0.99300426,0.862590499,0.82501022,0.747730484,0.989673287,0.994622771,0.340274141
"522","HVO_2960 [D4GY19] (dsa1) dihydrolipoamide S-acyltransferase",0.000290921,0.007034168,0.024579415,0.761502465,0.931406398,0.878335141,0.995448159,0.723794301,0.997661054,0.000315019
"523","HVO_2959 [D4GY17] (oadhB1) 2-oxo-3-methylvalerate dehydrogenase E1 component beta subunit",0.898241206,0.930982691,0.932108394,0.973981233,0.993488539,0.816522824,0.002611885,0.991109849,0.95033733,0.108126982
"524","HVO_2958 [D4GY15] (oadhA1) 2-oxo-3-methylvalerate dehydrogenase E1 component alpha subunit",0.913897281,0.05028347,0.025841831,0.847020537,0.971352807,0.7802929,0.767553409,0.937902739,0.994606314,0.670030083
"525","HVO_2957 [D4GY12] (lipA) lipoate synthase",0.258778768,0.165534787,0.429157499,0.906363444,0.909713341,0.78143605,0.895202115,0.95981626,0.977717119,0.117065522
"526","HVO_2955 [D4GY08] DEAD/DEAH box helicase",0.000290921,0.000270027,0.000314563,0.965446499,0.93425267,0.224428806,0.770666919,0.989322927,0.994257944,0.165107299
"527","HVO_2954 [D4GY06] HAD superfamily hydrolase",0.386025303,0.481807932,0.316728682,0.84771047,0.944517131,0.783255484,0.90449326,0.932984382,0.960456312,0.149063953
"528","HVO_2952 [O07118] (endA) tRNA-splicing endonuclease",0.19542813,0.745517786,0.530337578,0.460366216,0.982052495,0.702917398,0.967260701,0.982337346,0.983947196,0.777772279
"529","HVO_2951 [D4GY00] (trpS1) tryptophan--tRNA ligase",0.76299083,0.265363956,0.843194932,0.965919181,0.950664103,0.432533702,0.842779749,0.862390275,0.918893126,0.038530067
"530","HVO_2950 [D4GXZ8] ornithine cyclodeaminase family protein",1,1,1,1,0.914568578,1,1,1,1,1
"531","HVO_2949 [D4GXZ4] FAD-dependent oxidoreductase",1,1,1,1,1,1,1,1,1,1
"532","HVO_2948 [D4GXZ2] (pheS) phenylalanine--tRNA ligase alpha subunit",0.000290921,0.000270027,0.000314563,0.978456857,0.760787611,0.919790418,0.919937094,0.989386828,0.992648376,0.000315019
"533","HVO_2947 [D4GXY9] (pheT) phenylalanine--tRNA ligase beta subunit",0.000291018,0.000270027,0.000314563,0.86695302,0.976454567,0.962195932,0.981004152,0.992172941,0.989494226,0.001890917
"534","HVO_2946 [D4GXY7] (metB2) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",0.000290921,0.000270027,0.000314563,0.922878058,0.794056251,0.895359337,0.934061996,0.667532611,0.90784583,0.002836531
"535","HVO_2945 [D4GXY5] (valS) valine--tRNA ligase",0.003202549,0.000270027,0.014486884,0.985531871,0.991401405,0.174422064,0.480421316,0.990801414,0.995651632,0.640159801
"536","HVO_2943 [D4GXY2] (pyrD) dihydroorotate dehydrogenase (quinone)",0.757606908,0.571084732,0.532681339,0.94794984,0.877252289,0.839362044,0.945007656,0.96566724,0.97981726,0.587114392
"537","HVO_2942 [D4GXY0] conserved hypothetical protein",0.050715291,0.414216762,0.211235692,0.369246048,0.938252637,0.353837989,0.899875069,0.697717535,0.969448645,0.360282633
"538","HVO_2941 [D4GXX8] (mc1B) nonhistone chromosomal protein",0.000290921,0.000270027,0.000314563,0.845284227,0.939717775,0.659249328,0.946604189,0.969720989,0.954221873,0.000315019
"539","HVO_2932 [D4GXW1] GTP-binding protein",0.000290921,0.000270027,0.000314563,0.894657969,0.908596749,0.923265899,0.955818953,0.898158299,0.984983322,0.000315019
"540","HVO_2930 [D4GXV7] GNAT family acetyltransferase",0.479397781,0.258974222,0.523644599,0.851290285,0.942488962,0.838073419,0.927892737,0.972343621,0.97451729,0.423888256
"541","HVO_2929 [D4GXV5] probable nucleoside deaminase",0.609189245,0.604290231,0.332092644,0.922443426,0.955695459,0.846779898,0.946604189,0.874102477,0.977121478,0.601611535
"542","HVO_2928 [D4GXV1] HTH-10 family transcription regulator",0.392523155,0.38867976,0.485925883,0.806087927,0.921899461,0.711106882,0.88705104,0.870453042,0.95805324,0.468652249
"543","HVO_2923 [Q9V2V5] (psmA2) proteasome alpha subunit",0.742572226,0.358336931,0.015117314,0.975878796,0.914882753,0.930789087,0.959353908,0.977479705,0.960557594,0.790167994
"544","HVO_2922 [D4GXU1] UPF0339 family protein",0.368539,0.263840957,0.324243783,0.684824082,0.902914059,0.753913872,0.899148849,0.646307195,0.959063233,0.280519769
"545","HVO_2921 [D4GXT7] conserved hypothetical protein",0.555774774,0.572473735,0.595528051,0.912073782,0.944374169,0.001299785,0.340426262,0.960150681,0.980105743,0.000315019
"546","HVO_2920 [D4GXT5] DUF4177 family protein",1,1,1,1,1,1,1,1,1,1
"547","HVO_2919 [D4GXT3] (hdrB) dihydrofolate reductase",0.090813569,0.021172237,0.181929564,0.887986743,0.949941673,0.322496628,0.879063825,0.961033504,0.975531297,0.610388655
"548","HVO_2918 [D4GXT2] (hts) thymidylate synthase",0.255020852,0.638311084,0.580026331,0.835615446,0.970312906,0.048910822,0.94786326,0.947024782,0.847022465,0.533377145
"549","HVO_2916 [D4GXS8] probable oxidoreductase (short-chain dehydrogenase family)",0.000290921,0.000270027,0.000314563,0.901060306,0.961314808,0.244823905,0.719282559,0.984545936,0.986444498,0.000315019
"550","HVO_2914 [D4GXS4] conserved hypothetical protein",1,0.125677298,0.428826613,0.879745171,1,0.771687068,0.935836465,0.973762463,0.968355483,1
"551","HVO_2913 [Q03301] (sod2) superoxide dismutase (Mn)<|>HVO_A0475 [Q03300] (sod1) superoxide dismutase (Mn)",0.021016431,0.000270027,0.000314563,0.848911603,0.953101679,0.856051888,0.936012279,0.951960034,0.978964675,0.00220611
"552","HVO_2913 [Q03301] (sod2) superoxide dismutase (Mn)",1,1,1,1,1,1,1,1,1,1
"553","HVO_2912 [D4GXS0] ThiJ/PfpI domain protein",0.000290921,0.002432285,0.016378314,0.920471322,0.693164107,0.804834981,0.860054776,0.956426382,0.980391467,0.002836531
"554","HVO_2911 [D4GXR7] (phr2) deoxyribodipyrimidine photo-lyase",0.000290921,0.000270027,0.057463717,0.414534647,0.126808846,0.864155885,0.42700896,0.944802197,0.972790488,0.000315019
"555","HVO_2908 [D4GXR1] (folP2) dihydropteroate synthase",0.181604901,0.091032621,0.065387711,0.868796728,0.974717145,0.766444446,0.963757436,0.9336486,0.987146278,0.005043364
"556","HVO_2907 [D4GXR0] conserved hypothetical protein",0.390572579,0.470463124,0.323263179,0.836897443,0.938252637,0.769077702,0.861352105,0.934060715,0.966195178,0.489286383
"557","HVO_2906 [D4GXQ8] tRNA (cytidine/uridine-2'-O-)-methyltransferase",0.604019892,0.509393569,0.615451096,0.926942973,0.960869802,0.721333883,0.912904086,0.964902891,0.961309049,0.072782147
"558","HVO_2905 [D4GXQ6] (maoC3) MaoC domain protein",0.490069378,0.080072545,0.461978011,0.848226212,0.938795834,0.847847196,0.837182571,0.951514857,0.969647424,0.155798566
"559","HVO_2904 [D4GXQ2] (htpX2) HtpX-like protease",0.163562793,0.456854438,0.050813296,0.84580685,0.954596369,0.791739591,0.92569125,0.92983278,0.96798351,0.146820236
"560","HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E",0.056922453,0.001621216,0.000314563,0.995285204,0.868830829,0.931403902,0.969831885,0.993648711,0.992232623,0.002521315
"561","HVO_2900 [D4GXP5] (fumC) fumarate hydratase",0.357572249,0.000270027,0.203496817,0.042245776,0.994333651,0.001299785,0.087080911,0.997504861,0.993371767,0.000315019
"562","HVO_2899 [D4GXP3] (bolA) BolA family protein",1,1,1,1,1,1,1,1,1,1
"563","HVO_2898 [D4GXP1] conserved hypothetical protein",0.327105135,0.384825054,0.371444794,0.884684021,0.913300237,0.816121304,0.913551704,0.946338061,0.509920073,0.299414446
"564","HVO_2896 [D4GXN6] (mutY1) A/G-specific adenine glycosylase",0.288037486,0.248667012,0.369144303,0.903919524,0.871493634,0.481806054,0.936012279,0.965158798,0.979202281,0.657458877
"565","HVO_2895 [D4GXN4] alpha/beta hydrolase fold protein",0.290881717,1,0.298458513,1,0.933840704,0.736069608,1,0.889212264,1,0.341257105
"566","HVO_2893 [D4GXM9] DsrE domain protein",0.340222558,0.16932675,0.326205326,0.796013798,0.914673432,0.792617753,0.846399796,0.913117997,0.968355483,0.410337883
"567","HVO_2892A [D4GXM5] homolog to NAD(P)H dehydrogenase (quinone)",0.487398577,0.367876102,0.464967876,0.885239137,0.936757792,0.806714725,0.802520945,0.952590713,0.863192863,0.505627941
"568","HVO_2891 [D4GXM4] (tdk) thymidine kinase",0.166309013,0.063318011,0.435777872,0.883847804,0.906895037,0.871029361,0.907816456,0.954871543,0.965311928,0.150987598
"569","HVO_2890 [D4GXM2] DUF649 family protein",0.461459416,0.446946246,0.482595829,0.795114124,0.920052567,0.779145096,0.893816106,0.919318457,0.963480304,0.430505722
