Protein ID,H26_vs_DksgA,H26_vs_DksgA_PEP,H26_vs_DksgA_KsgA,H26_vs_DksgA_KsgA_PEP,H26_vs_DksgA_ksgA_E84A,H26_vs_DksgA_ksgA_E84A_PEP,Row_Number
HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2,0.564166427,0.003299131,-1.936969875,0.000244843,-1.842230909,0.000241787,749
HVO_2560 [D4GTZ2] (rps19) 30S ribosomal protein S19,-0.197909727,0.791549384,-0.242109196,0.288536535,-0.097615357,0.549468237,750
HVO_2559 [D4GTZ1] (rpl22) 50S ribosomal protein L22,-0.121694336,0.838822265,0.713344172,0.000244843,0.765842748,0.002420665,751
HVO_2558 [D4GTZ0] (rps3) 30S ribosomal protein S3,0.085040756,0.880554379,0.447568903,0.001225057,0.403749747,0.024407808,752
HVO_2557 [D4GTY9] (rpl29) 50S ribosomal protein L29,-0.318997588,0.483805805,0.486291165,0.198692494,0.329512171,0.219494154,753
HVO_2556 [D4GTY8] (rnp1) ribonuclease P protein component 1,0.049839589,0.821779732,1.168768948,0.000244843,0.978406292,0.000241787,754
HVO_2555 [D4GTY7] (rps17) 30S ribosomal protein S17,0.27598176,0.373722934,-0.64429397,0.000244843,-0.431598196,0.014346297,755
HVO_2554 [D4GTY6] (rpl14) 50S ribosomal protein L14,0.584577567,0.000825727,-1.032466752,0.000244843,-0.96030261,0.000241787,756
HVO_2553 [D4GTY5] (rpl24) 50S ribosomal protein L24,-0.039681438,0.877752155,0.541340901,0.12972566,0.370854725,0.359957842,757
HVO_2552 [D4GTY4] (rps4e) 30S ribosomal protein S4e,0.225424258,0.680409373,0.021976457,0.693637281,-0.036220563,0.634966784,758
HVO_2551 [P50559] (rpl5) 50S ribosomal protein L5,0.267440661,0.605802645,0.189595152,0.542038996,0.313804465,0.470999134,759
HVO_2550 [D4GTY2] (rps14) 30S ribosomal protein S14,-0.5480394,0.49744734,0.098884406,0.533308331,-0.179968819,0.491272526,760
HVO_2549 [D4GTY1] (rps8) 30S ribosomal protein S8,0.175309054,0.748087057,-0.16416301,0.56708768,0.027170476,0.670690235,761
HVO_2548 [D4GTY0] (rpl6) 50S ribosomal protein L6,0.016999342,0.91116271,0.235458619,0.446816281,0.292857784,0.323260776,762
HVO_2547 [D4GTX9] (rpl32e) 50S ribosomal protein L32e,0.158206096,0.66501054,0.531737068,0.000244925,0.485525495,0.001694,763
HVO_2546 [D4GTX8] (rpl19e) 50S ribosomal protein L19e,-0.145614488,0.836547858,-0.061462929,0.592879141,-0.131089814,0.553354134,764
HVO_2545 [P50563] (rpl18) 50S ribosomal protein L18,0.21562575,0.742223829,-1.214441341,0.000244843,-1.362907185,0.000241787,765
HVO_2544 [D4GTX6] (rps5) 30S ribosomal protein S5,0.266984999,0.335194476,-0.859262055,0.000244843,-0.730827918,0.000241787,766
HVO_2543 [D4GTX5] (rpl30) 50S ribosomal protein L30,0.129543744,0.823493764,0.899363116,0.000244843,0.810315815,0.000241787,767
HVO_2542 [D4GTX4] (rpl15) 50S ribosomal protein L15,-0.171965407,0.797265901,0.657607132,0.008598223,0.630519201,0.002178399,768
HVO_2541 [Q977V3] (secY1) protein translocase subunit SecY<|>HVO_A0174 [D4GQK3] (secY2) protein translocase subunit SecY,1.050188021,0.446725157,-1.096782029,0.330305074,-0.959069906,0.335802617,769
HVO_2541 [Q977V3] (secY1) protein translocase subunit SecY,0.860386079,0.202046307,-1.223549948,0.03672633,-1.453825478,0.023915236,770
HVO_2540 [D4GTX2] conserved hypothetical protein,-0.755954021,0.056690432,1.146277343,0.000244843,1.048150908,0.000241787,771
HVO_2539 [D4GTX1] conserved hypothetical protein,-0.129064428,0.81068866,0.786476139,0.041259591,1.07512536,0.000241787,772
HVO_2538 [D4GTX0] alpha/beta hydrolase fold protein,0.98438401,0.019601863,-0.322806627,0.342007668,-0.115651881,0.502878374,773
HVO_2537 [D4GTW9] conserved hypothetical protein,-0.256729585,0.731061015,1.626712056,0.000244843,1.201018391,0.019244853,774
HVO_2536 [D4GTW8] TIGR00300 family protein,-0.262587249,0.762550739,1.266204567,0.000244843,1.319612152,0.000241787,775
HVO_2534 [D4GTW6] UspA domain protein,0.608923722,0.618455881,0.717626643,0.313825699,0.58627463,0.2782622,776
HVO_2533 [D4GTW5] conserved hypothetical protein,0.131489244,0.767919707,-0.352959187,0.45409938,-0.299149471,0.472342532,777
HVO_2530 [D4GTW3] homolog to phosphoribosylamine--glycine ligase,0.768271366,0.02282435,-0.591167297,0.256332739,-0.697028515,0.104326738,778
HVO_2529 [D4GTW1] probable oxidoreductase (short-chain dehydrogenase family),0.180078436,0.77965397,0.987270867,0.000244843,0.911285027,0.000241787,779
"HVO_2528 [D4GTW0] (crtD) carotenoid 3,4-desaturase",0.870680319,0.005764968,-0.148556218,0.533308331,0.299145824,0.408817734,780
HVO_2524 [D4GTV6] (crtB) phytoene synthase,0.494782211,0.674542584,2.193417441,1,5.277458764,1,781
HVO_2522 [D4GTV4] Lrp/AsnC family transcription regulator,0.625747596,0.056690432,3.520575037,1,4.121392737,1,782
HVO_2521 [D4GTV3] DUF21/CBS domain protein,0.247936583,0.740424633,-0.82242825,0.000244843,-1.10517821,0.000241787,783
HVO_2519 [D4GTV1] conserved hypothetical protein,0.377195694,0.515157743,0.267466771,0.385895702,0.402627293,0.13390866,784
"HVO_2516 [D4GTU8] (gpmI) phosphoglycerate mutase, 2,3-biphosphateglycerate-independent type",-0.086057168,0.865377508,0.145044391,0.51563976,0.188807782,0.423071056,785
HVO_2514 [D4GTU6] (cmi2) ArsR family transcription regulator,0.113195154,0.767191295,0.104898683,0.432675739,0.140826982,0.501166245,786
HVO_2513 [D4GTU5] conserved hypothetical protein,0.576582266,0.651912423,-0.092617106,0.393863465,-0.596156531,0.386413067,787
HVO_2511 [D4GTU3] (gatD) glutamyl-tRNA(Gln) amidotransferase subunit D,0.500150652,0.001651191,-0.471173732,0.000244925,-0.479671451,0.01044041,788
HVO_2510 [D4GTU2] GNAT family acetyltransferase,0.469618967,0.552009743,-0.765295014,0.062097832,-0.836244287,0.101976949,789
HVO_2509 [D4GTU1] sensor box histidine kinase,0,1,0,1,0,1,790
HVO_2508 [D4GTU0] (carA) carbamoyl-phosphate synthase (glutamine-hydrolyzing) small subunit,-0.220687015,0.772506011,-0.294785757,0.445495616,-0.055091134,0.638318053,791
HVO_2507 [D4GTT8] Lrp/AsnC family transcription regulator,-0.356999549,0.726308568,-0.110148392,0.44351665,-0.463836032,0.384507962,792
"HVO_2506 [D4GTS6] (idiA) isopentenyl-diphosphate delta-isomerase, type I",-0.195826617,0.725777566,-0.729026318,0.000244843,-0.791776315,0.001451867,793
HVO_2505 [D4GTS4] (jamm1) desampylase Jamm1,-0.018824426,0.736805362,0.754013729,0.215951853,0.835902212,0.141672368,794
HVO_2504 [D4GTS3] probable oxidoreductase (short-chain dehydrogenase family),-0.242082134,0.530802452,0.476573977,0.033963195,0.191910365,0.514225353,795
HVO_2503 [D4GTS2] (kynU) kynureninase,0.183373033,0.724180991,-0.334971608,0.41250456,-0.075165424,0.550880197,796
HVO_2502 [D4GTS0] (hypE2) HypE family protein,-0.157880184,0.737583275,-0.401340284,0.414445497,-0.427126062,0.393419009,797
HVO_2501 [D4GTR7] alpha/beta hydrolase fold protein,0.566137589,0.434603113,-0.342497991,0.425489017,0.019795337,0.555831906,798
HVO_2500 [D4GTR6] (cat2) transport protein (probable substrate cationic amino acids),0.527900474,0.142184702,-0.588522322,0.079614131,-0.601903281,0.098069553,799
HVO_2499 [D4GTR4] UspA domain protein,-0.414817604,0.559761379,1.155956315,0.000244843,0.962525969,0.000241787,800
HVO_2498 [D4GTR1] conserved hypothetical protein,-0.10848163,0.670096918,1.629150684,0.000979959,1.184736144,0.000241787,801
HVO_2496 [D4GTQ6] (adk1) adenylate kinase,-0.331855198,0.083994346,0.863002832,0.000244843,1.128077625,0.000241787,802
HVO_2495 [D4GTQ2] DUF106 family protein,0.23051882,0.722846408,0.109180013,0.588192893,-0.106033468,0.565068784,803
HVO_2494 [D4GTQ0] (cmk) cytidylate kinase,0.101658694,0.841494361,0.765589489,0.000244843,0.755032934,0.000241787,804
HVO_2493 [D4GTP8] (cbf5) tRNA/rRNA pseudouridine synthase Cbf5,0.177660927,0.776094184,0.152818158,0.531219817,0.237417885,0.446684025,805
HVO_2487 [D4GTB8] (asd) aspartate-semialdehyde dehydrogenase,0.535334166,0.198201278,-0.513310923,0.044542733,-0.674764631,0.007032164,806
HVO_2486 [D4GTB5] (pccA) propionyl-CoA carboxylase biotin carboxylase component,0.171317597,0.317510216,-2.344585435,0.000244843,-2.65269375,0.000241787,807
HVO_2485 [D4GTB0] (birA) HTH domain protein / biotin--[acetyl-CoA-carboxylase] ligase,0.093557099,0.764999028,1.380578533,0.000244843,1.256443223,0.000241787,808
HVO_2483 [D4GTA3] amidohydrolase domain protein,-0.048996378,0.907183617,0.664918192,0.000244843,0.525749753,0.002662976,809
HVO_2482 [D4GTA1] HD family hydrolase,0.030168227,0.741967225,-1.675845336,0.312005467,-2.04402479,0.138186724,810
HVO_2481 [D4GT99] HD family hydrolase,-0.215540867,0.751871395,-0.731929439,0.001470199,-0.538764141,0.047765722,811
HVO_2479 [D4GT93] (cofD) 2-phospho-L-lactate transferase,0.010545027,0.764999028,-0.741739012,0.26043099,-0.711960988,0.250172606,812
HVO_2477 [D4GT86] (citG) triphosphoribosyl-dephospho-CoA synthase,0.158645765,0.764510421,-0.420232164,0.240339229,-0.506447454,0.204257244,813
HVO_2476 [D4GT83] DUF447 family protein,0.380394637,0.683896568,0.548328737,0.373545826,0.614154936,0.38070493,814
HVO_2475 [D4GT80] (rps17e) 30S ribosomal protein S17e,-0.348326625,0.474109803,-0.309681873,0.422883655,-0.26184254,0.505621661,815
HVO_2472 [D4GT77] (pccX) propionyl-CoA carboxylase small subunit,-0.644127114,0.462957435,0.256290426,0.514950726,-0.380430827,0.439101561,816
HVO_2471 [D4GT75] (pccB2) propionyl-CoA carboxylase carboxyltransferase component,-0.197491615,0.600724203,-1.905923807,0.000244843,-2.033987996,0.000241787,817
HVO_2468 [D4GT69] probable oxidoreductase (short-chain dehydrogenase family),0.109957263,1,1.074255579,0.340154019,0.98859027,0.490932473,818
HVO_2467 [D4GT67] (qor3) NADPH:quinone reductase,-0.078352396,0.823279886,-0.463477303,0.059540055,-0.34593936,0.186130257,819
HVO_2465 [D4GT62] (sucC) succinate--CoA ligase (ADP-forming) beta subunit,0.165659207,0.696476604,-0.65919902,0.000244843,-0.552044495,0.000241867,820
HVO_2464 [D4GT59] (sucD) succinate--CoA ligase (ADP-forming) alpha subunit,-0.137026596,0.759842377,-0.756828785,0.000244843,-0.79446095,0.000241787,821
HVO_2462 [D4GT54] (htr37) transducer protein Htr37,0,1,0,1,0,1,822
"HVO_2452 [D4GT33] (nrdJ) ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent",-0.174548138,0.282991692,0.532530954,0.000244843,0.577627828,0.000241787,823
HVO_2451 [D4GT31] (pilA4) pilin PilA,0.196173685,0.675721467,3.278955218,0.291226228,0.974738424,0.345665294,824
HVO_2449 [D4GT22] DUF1684 family protein,0.079116051,0.824561545,0.506030675,0.108412792,0.309973627,0.355593488,825
HVO_2448 [D4GT19] probable oxidoreductase (aldo-keto reductase family protein),-0.232310416,0.72123996,-1.286223272,0.000244925,-1.736064275,0.000241787,826
HVO_2447 [D4GT17] conserved hypothetical protein,0.004112484,0.787619482,1.675149964,0.007366638,1.388584989,0.004845768,827
HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional),-0.477717126,0.614823977,-0.579265755,0.393543982,-1.36181585,0.216660215,828
HVO_2436 [D4GSQ3] (maeB2) malate dehydrogenase (oxaloacetate-decarboxylating),0.079987484,0.89785487,-1.088449131,0.000244843,-0.881230525,0.000241787,829
HVO_2435 [D4GSQ0] peptidase M24 family protein,0.175011264,0.717740679,-1.446767938,0.000244843,-1.531483325,0.000241787,830
HVO_2432 [D4GSP2] ABC-type transport system periplasmic substrate-binding protein (probable substrate glutamine/glutamate/polar amino acids),0.645591123,0.02282435,0.017430325,0.591075191,-0.606202926,0.015569245,831
HVO_2431 [D4GSN8] ABC-type transport system permease protein (probable substrate glutamine/glutamate/polar amino acids),1.486066441,0.016366788,0.837479642,0.213676903,0.52309218,0.306601262,832
HVO_2430 [D4GSN5] ABC-type transport system ATP-binding protein (probable substrate glutamine/glutamate/polar amino acids),0.168602217,0.815072252,-0.705896533,0.053929179,-1.128034101,0.003632661,833
HVO_2429 [D4GSN3] small CPxCG-related zinc finger protein,0.300911991,0.676603809,1.755739083,0.232837369,1.603623843,0.267958256,834
HVO_2428 [D4GSN2] (adh1) alcohol dehydrogenase,0.338719846,0.548654558,-0.627540587,0.147547883,-0.409365807,0.399175289,835
HVO_2427 [D4GSN1] (rfcB) replication factor C large subunit,0.433115293,0.010674897,-0.279322455,0.244684303,-0.269655852,0.209881596,836
HVO_2425 [D4GSM9] GNAT family acetyltransferase,0.680687578,0.000825727,0.679327916,0.000244843,0.734555859,0.000241787,837
HVO_2424 [D4GSM8] conserved hypothetical protein,-0.534818732,0.678949129,-1.141804853,0.276639316,-1.817552661,0.148669928,838
HVO_2423 [D4GSM6] GNAT family acetyltransferase,0.09045214,0.840468653,1.346622095,0.000244843,1.392609266,0.000241787,839
HVO_2421 [D4GSH0] cro/C1 family transcription regulator,0.329182379,0.039538779,-0.743506146,0.000244843,-0.640881954,0.000241787,840
HVO_2419 [D4GWR6] (hmgB) hydroxymethylglutaryl-CoA synthase,-0.164333339,0.567406832,-1.412419263,0.000244843,-1.393667248,0.000241787,841
HVO_2418 [D4GWR5] probable secreted glycoprotein,0.621908642,0.611500532,0.126135086,0.476484328,-0.217929965,0.406562368,842
HVO_2417 [D4GWR4] DUF2150 family protein,0.029756779,0.837583209,0.706841851,0.020228743,0.884553221,0.001451867,843
HVO_2416 [D4GWR3] (tatD) 3'-5' ssDNA/RNA exonuclease TatD,-0.303648757,0.671583185,0.908642856,0.000489893,0.943890684,0.000241867,844
HVO_2415 [D4GWR2] DUF88 family protein,0.348692635,0.603100127,-0.125142183,0.520125537,-0.408408237,0.26913217,845
HVO_2413 [D4GWR0] (tef1a2) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3,0.971034257,0.000825727,-0.072114307,0.58855291,0.207172065,0.409140202,846
HVO_2412 [D4GWQ9] Lrp/AsnC family transcription regulator,-0.392769639,0.710664599,0.625622999,0.159825559,0.602439584,0.214397099,847
HVO_2410 [D4GWQ7] UPF0753 family protein,0.191268728,0.702926401,0.569024864,0.384306963,-0.184272811,0.381338105,848
HVO_2409 [D4GWQ6] NikR family transcription regulator,0.457745909,0.691939129,-0.138598448,0.418983569,-0.413248167,0.317181045,849
HVO_2404 [D4GWQ1] (gcvT) glycine cleavage system protein T,0.513320144,0.617467829,-0.226147692,0.292722548,-0.017626872,0.467310757,850
HVO_2403 [D4GWQ0] (gcvH) glycine cleavage system protein H,0.046039741,0.777758929,0.810531128,0.046313757,0.80107294,0.018508919,851
HVO_2402 [D4GWP9] (gcvP1) glycine cleavage system protein P alpha subunit,0.464642654,0.090677061,-1.42201372,0.000244843,-1.278509182,0.000241787,852
HVO_2401 [D4GWP8] (gcvP2) glycine cleavage system protein P beta subunit,0.191342108,0.788315529,-1.48331513,0.000244843,-1.147773088,0.000241787,853
HVO_2400 [D4GWP7] small CPxCG-related zinc finger protein,0.231808185,0.731848469,-0.443007636,0.007366638,-0.732009218,0.288044372,854
HVO_2398 [D4GWP5] (znuC1) ABC-type transport system ATP-binding protein (probable substrate zinc),-0.481549209,0.659872464,0.725166142,0.344173054,1.448327675,0.053795136,855
HVO_2397 [D4GWP4] (znuA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc),-0.909718255,0.125391442,0.837682232,0.048087012,1.145664892,0.000241787,856
HVO_2396 [D4GWP3] (grx4) glutaredoxin,-0.162893017,0.735766135,1.215744279,0.000244843,1.167329411,0.000241787,857
HVO_2395 [D4GWP2] (pduO) ATP:cob(I)alamin adenosyltransferase,0.716589033,0.462524363,-0.260693483,0.458751278,0.329698108,0.416899915,858
"HVO_2389 [D4GWN7] (hadL) haloacid dehalogenase, type II",-0.712652924,0.681574492,-0.58815525,0.386213641,-0.824647895,0.353105262,859
HVO_2385 [D4GWN3] (pilB5) type IV pilus biogenesis complex ATPase subunit,0,1,0,1,0,1,860
HVO_2384 [D4GWN2] CBS domain protein,0.139802222,0.775378831,-1.012382723,0.000244843,-1.476163962,0.000241787,861
HVO_2383 [D4GWN1] (radB) DNA repair and recombination protein RadB,0.479371785,0.209043808,-1.009977394,0.000244843,-0.350364924,0.15733073,862
HVO_2382 [D4GWN0] conserved hypothetical protein,0.737075756,0.000825727,1.338210559,0.000244843,1.492372457,0.000241787,863
HVO_2381 [D4GWM9] LarC family protein,0.173265145,0.783420164,0.27918624,0.449130059,0.217163451,0.508369737,864
HVO_2380 [D4GWM8] (cdc48a) AAA-type ATPase (CDC48 subfamily),0.423103546,0.000825727,-0.773045489,0.000244843,-0.798868083,0.000241787,865
HVO_2379 [D4GWM7] (phoU3) PhoU domain protein,0.061528915,0.872658082,1.160946042,0.000244843,1.221296409,0.000241787,866
HVO_2378 [D4GWM6] (pstB1) ABC-type transport system ATP-binding protein (probable substrate phosphate),0.00509809,0.892112005,0.062700557,0.690194221,0.127922491,0.613532826,867
HVO_2377 [D4GWM5] (pstA1) ABC-type transport system permease protein (probable substrate phosphate),0.902396513,0.026834869,0.23105272,0.484916772,0.496867434,0.33856991,868
HVO_2376 [D4GWM4] (pstC1) ABC-type transport system permease protein (probable substrate phosphate),0.488085998,0.636248775,-0.250427185,0.418983569,0.461048147,0.371239013,869
HVO_2375 [D4GWM3] (pstS1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate),-0.538220102,0.289808928,0.900958687,0.023961139,1.328932628,0.000241787,870
HVO_2374 [D4GWM2] (phoU2) PhoU domain protein,-0.007596321,0.84108438,-0.006797613,0.574569225,0.013774477,0.617944412,871
HVO_2373 [D4GWM1] (rps8e) 30S ribosomal protein S8e,0.205750552,0.635930614,-0.543244516,0.071601956,-0.489382323,0.164680183,872
HVO_2372 [D4GWM0] DUF2240 family protein,0.209896472,0.810247845,-0.370570844,0.388122627,-0.37869284,0.366214715,873
HVO_2371 [D4GWL9] conserved hypothetical protein,-0.208145129,0.715303036,1.352127253,0.000244843,1.06098605,0.000241787,874
HVO_2370 [D4GWL8] HAD superfamily hydrolase,0.057003155,0.842721892,-0.116078955,0.527050704,-0.383437639,0.356216191,875
HVO_2369 [D4GWL7] NurA domain protein,0.188194903,0.760582613,-1.137543723,0.000244843,-1.527058154,0.000241787,876
HVO_2368 [D4GWL6] conserved hypothetical protein,-0.204518392,0.726573847,0.899595311,0.085327661,0.552466509,0.253363777,877
HVO_2367 [D4GWL5] arNOG05179 family protein (DUF87-related AAA-type ATPase),0.101171031,0.842313117,-0.49606388,0.013288225,-0.380740347,0.074856765,878
HVO_2366 [D4GWL4] UspA domain protein,0.425798562,0.576373113,0.533517973,0.078836784,0.531341769,0.001936178,879
HVO_2365 [D4GWL3] nitroreductase family protein,0.495292011,0.274953014,0.846213283,0.001960612,0.809227466,0.005817054,880
HVO_2364 [D4GWL2] (cirB) KaiC-type circadian clock protein CirB,0.135742038,0.71611696,0.256675444,0.423209093,-0.02180008,0.464299485,881
HVO_2363 [D4GWL1] (nadK1) probable NAD kinase (polyphosphate/ATP),0.119670968,0.831332508,-1.124530203,0.067998307,-0.804353091,0.149479602,882
HVO_2361 [D4GWK9] (carB) carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,0.311622451,0.019601863,-0.588187969,0.000244843,-0.637814348,0.000241787,883
HVO_2359 [D4GWK7] conserved hypothetical protein,-0.351789548,0.754127218,0.702228144,0.354110463,1.077907716,0.083837096,884
HVO_2356 [D4GWK4] GNAT family acetyltransferase,0.614366997,0.005764968,-1.099027651,0.000244843,-1.226189712,0.000241787,885
HVO_2350 [D4GWJ9] YyaL family protein,0.236536176,0.599361802,0.334751511,0.000979959,0.441361423,0.006302964,886
HVO_2349 [D4GWJ8] TrmB family transcription regulator,0.204992287,0.790166336,0.365392181,0.346341455,0.345913855,0.356527639,887
HVO_2348 [D4GWJ7] (mptA) GTP cyclohydrolase MptA,0.263163601,0.661086116,0.24352918,0.401550467,0.415673103,0.023915236,888
HVO_2347 [D4GWJ6] conserved hypothetical protein,0.139628505,0.796583823,1.029303442,0.000244843,0.754367491,0.000241787,889
HVO_2345 [D4GWJ4] flavin-dependent pyridine nucleotide oxidoreductase,0.09234926,0.819195724,-0.698173268,0.004415285,-0.781368038,0.002662976,890
