"Protein.ID","H26_Exponential_vs_H26_Stationary_PEP","H26_Exponential_vs_HVABI_Exponential_PEP","H26_Exponential_vs_HVLON3_Exponential_PEP","H26_Stationary_vs_HVABI_Stationary_PEP","H26_Stationary_vs_HVLON3_Stationary_PEP"
"593","HVO_2621 [D4GUG0] (ppc) phosphoenolpyruvate carboxylase",0.00108645526383677,0.523647441563082,0.00400059759964144,0.0784636677503712,0.222157654036503
"594","HVO_2620 [D4GUF8] (petA) cytochrome bc1 complex Rieske iron-sulfur protein",0.301163798440015,0.0531048568927557,0.936578434785882,0.000375005859466593,0.000549208008736257
"595","HVO_2618 [D4GUF4] TrkA-C domain protein",0.766374764650333,0.0205209155485397,0.916598228310357,0.137053300173125,0.649311444679614
"596","HVO_2617 [D4GUF1] TrkA-C domain protein",0.627684242897692,0.343296575739988,0.918317509105071,0.000375005859466593,0.297862967127032
"597","HVO_2616 [D4GUE9] (pchA2) ion channel pore / TrkA domain protein",0.705476605335934,0.649472253920778,0.903883176703792,0.371825693221328,0.566647506272839
"598","HVO_2615 [D4GUE7] HPP domain protein",0.691012517929326,0.629542816830895,0.879850876006877,0.000375130856193229,0.527045667369959
"599","HVO_2614 [D4GUE6] (udp2) uridine phosphorylase",0.698604034295708,0.731898479656948,0.917208940163199,0.339648988771987,0.575895099817824
"600","HVO_2612 [D4GUE3] PfkB family kinase",0.689238556122299,0.668353556846282,0.876191412007468,0.418109276054429,1
"601","HVO_2610 [D4GUD9] (deoC) deoxyribose-phosphate aldolase",0.732531962693381,0.5812827236819,0.893712048073193,0.433086840888712,0.000549208008736257
"602","HVO_2607 [D4GUD2] PQQ repeat protein",0.766613407993199,0.101471029720805,0.881339027696085,0.000375005859466593,0.000549208008736257
"603","HVO_2606 [D4GUC9] PQQ repeat protein",0.790322306895908,0.00744609761752157,0.00400059759964144,0.00749666164286222,0.000549208008736257
"604","HVO_2605 [D4GUC8] MiaB-like tRNA modifying enzyme",0.0683798143145918,0.414749327329636,0.31443482386431,0.454778996742516,0.000549208008736257
"605","HVO_2604 [D4GUC6] GNAT family acetyltransferase",0.749490857988833,1,1,0.521529430990544,0.000549208008736257
"606","HVO_2603 [D4GUC5] (sec11a) signal peptidase I",0.671958277693006,0.667456049467989,0.912092226815143,0.00374989746374121,0.00219614020033665
"607","HVO_2602 [D4GUC2] transport protein (probable substrate zinc/cadmium/cobalt)",0.638633058652448,0.614160227007023,0.914216742822657,0.00337504878000194,0.425880743712384
"608","HVO_2600 [D4GUB9] (map) methionine aminopeptidase",0.788540632534392,0.73944025664444,0.745634516963848,0.34277338244414,0.658104754099314
"609","HVO_2598 [D4GUB5] (ppk2) polyphosphate kinase",1,1,0.891996844851647,1,1
"610","HVO_2596 [D4GUB1] (oadhB2) 2-oxoacid dehydrogenase E1 component beta subunit",1,1,1,1,1
"611","HVO_2590 [D4GU98] probable oxidoreductase (short-chain dehydrogenase family)",0.728294863632773,0.42729827160326,0.920492633876374,0.286537568902139,0.000549208008736257
"612","HVO_2589 [D4GU97] (ansA) asparaginase family protein",0.00108645526383677,1,0.895910780669145,0.000375005859466593,0.441754522814653
"613","HVO_2588 [D4GU92] (icd) isocitrate dehydrogenase (NADP)",0.264631322862736,0.769399708976666,0.937532729857111,0.306180798402666,0.810657430574057
"614","HVO_2587 [D4GU91] conserved hypothetical protein",1,1,1,1,0.574250099607263
"615","HVO_2583 [Q59468] (hmgA) hydroxymethylglutaryl-CoA reductase (NADPH)",0.607059497231001,0.657170705772894,0.940478101168885,0.490465208289234,0.485463829706231
"616","HVO_2581 [D4GU15] (nadA) quinolinate synthase A",0.0544224653045489,0.707418294547531,0.925880639147401,0.425945005925829,0.55898593686426
"617","HVO_2580 [D4GU13] (nadB) L-aspartate oxidase",0.818783966931865,0.00331759601888482,0.866630627055028,0.00300016875949272,0.142635712715874
"618","HVO_2579 [D4GU12] (nadC) nicotinate-nucleotide pyrophosphorylase (carboxylating)",0.760110285956152,0.293225723879361,0.900408476319413,0.553027633413846,0.524279770061811
"619","HVO_2577 [D4GU07] (pyrF) orotidine-5'-phosphate decarboxylase",1,1,0.908472548719589,1,1
"620","HVO_2576 [D4GU06] DnaJ N-terminal domain protein",0.697156071718983,0.625007856738796,1,0.497834339422774,1
"621","HVO_2575 [D4GU05] homolog to translation elongation factor aEF-1 alpha subunit",0.758892234611775,0.67929209484239,0.907798586542838,0.354902332424434,0.541443105520861
"622","HVO_2573 [D4GU03] (mch) probable methenyltetrahydrofolate cyclohydrolase",0.734369912580861,0.49843847595253,0.916700312373829,0.463897354409515,0.00548324455466365
"623","HVO_2571 [D4GU01] UPF0761 family protein",0.720756858294525,0.613495550298524,0.890115947887764,0.483419071893946,0.535640428919364
"624","HVO_2565 [D4GTZ7] DUF171 family protein",1,1,1,1,1
"625","HVO_2564 [D4GTZ6] (rpl3) 50S ribosomal protein L3",0.00108681714262493,0.000830360157312193,0.731848230044838,0.000375005859466593,0.000549208008736257
"626","HVO_2563 [D4GTZ5] (rpl4) 50S ribosomal protein L4",0.627684242897692,0.000830360157312193,0.0235789061735642,0.000375005859466593,0.000549208008736257
"627","HVO_2562 [D4GTZ4] (rpl23) 50S ribosomal protein L23",0.518765842759671,0.734512866941857,0.931622603391674,0.189846763153234,0.637355711383099
"628","HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2<|>decoy_HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2",1,1,1,1,0.584404955642103
"629","HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2",0.384460889405089,0.0444898775528346,0.928492903762541,0.000375005859466593,0.000549208008736257
"630","HVO_2560 [D4GTZ2] (rps19) 30S ribosomal protein S19",0.475356249685292,0.408616390593153,0.923842029520765,0.000375005859466593,0.549915736930197
"631","HVO_2559 [D4GTZ1] (rpl22) 50S ribosomal protein L22",0.00108645526383677,0.248919834633676,0.952440534843533,0.000375005859466593,0.347695739728248
"632","HVO_2558 [D4GTZ0] (rps3) 30S ribosomal protein S3",0.815516964754319,0.810447533221323,0.951728730737091,0.56523191029404,0.733715234589263
"633","HVO_2557 [D4GTY9] (rpl29) 50S ribosomal protein L29",0.728827267028349,0.633398705406233,0.891463058502872,0.451735199333797,0.556642344094148
"634","HVO_2556 [D4GTY8] (rnp1) ribonuclease P protein component 1",0.706609697159292,0.642285560151052,0.896675119084295,0.433426630537863,0.546535311055674
"635","HVO_2555 [D4GTY7] (rps17) 30S ribosomal protein S17",0.747982720002892,0.642285560151052,0.919904887053376,0.560947955152006,0.639512722163217
"636","HVO_2554 [D4GTY6] (rpl14) 50S ribosomal protein L14",0.332929723796273,0.260261564375441,0.945617034091211,0.000375130856193229,0.2376142985313
"637","HVO_2553 [D4GTY5] (rpl24) 50S ribosomal protein L24",0.58189449985719,0.683948607074884,0.316463782517656,0.290754325526419,0.31275306732972
"638","HVO_2552 [D4GTY4] (rps4e) 30S ribosomal protein S4e",0.655486894102987,0.756905994598022,0.911661163711106,0.220650034819618,0.156749755296992
"639","HVO_2551 [P50559] (rpl5) 50S ribosomal protein L5",0.554753711324523,0.691422762052544,0.911010649095568,0.447673417014679,0.580813639062541
"640","HVO_2549 [D4GTY1] (rps8) 30S ribosomal protein S8",0.790322306895908,0.706865907445198,0.949883304607211,0.304430551780375,0.618664435384807
"641","HVO_2548 [D4GTY0] (rpl6) 50S ribosomal protein L6",0.21789380831934,0.00166044759098238,0.943749915894013,0.000375005859466593,0.00054939103850582
"642","HVO_2547 [D4GTX9] (rpl32e) 50S ribosomal protein L32e",0.00108645526383677,0.0333916561133759,0.9405540799747,0.000375130856193229,0.000549208008736257
"643","HVO_2546 [D4GTX8] (rpl19e) 50S ribosomal protein L19e",0.626294618988099,0.682788588702059,0.92175229469004,0.00337504878000194,0.623371563731698
"644","HVO_2545 [P50563] (rpl18) 50S ribosomal protein L18",0.737498623870045,0.585854274484697,0.756903373169637,0.42015476445446,0.270114564850715
"645","HVO_2544 [D4GTX6] (rps5) 30S ribosomal protein S5",0.74747854635239,0.70520493457234,0.899796269903032,0.356286327459647,0.260416886654981
"646","HVO_2543 [D4GTX5] (rpl30) 50S ribosomal protein L30",0.14568426798421,0.000830360157312193,0.678437151655992,0.000375005859466593,0.144103527331478
"647","HVO_2542 [D4GTX4] (rpl15) 50S ribosomal protein L15",0.268965587477467,0.00414493611788014,0.796052453940796,0.000375005859466593,0.000549208008736257
"648","HVO_2541 [Q977V3] (secY1) protein translocase subunit SecY<|>HVO_A0174 [D4GQK3] (secY2) protein translocase subunit SecY",0.705476605335934,0.633718739464133,0.908807668597515,0.394858501191905,0.544840792099646
"649","HVO_2541 [Q977V3] (secY1) protein translocase subunit SecY",0.615004505264518,0.000830360157312193,0.904935848714138,0.000375005859466593,0.204635345183122
"650","HVO_2538 [D4GTX0] alpha/beta hydrolase fold protein",0.529778050567248,0.00166044759098238,0.83136032571458,0.000375005859466593,0.00219614020033665
"651","HVO_2537 [D4GTW9] conserved hypothetical protein",0.00108645526383677,0.572382004129255,0.89514039005864,0.000375005859466593,0.0357574720676467
"652","HVO_2536 [D4GTW8] TIGR00300 family protein",0.738276483013635,0.685972091071241,0.902101929167866,0.386278613022843,0.579176862676076
"653","HVO_2534 [D4GTW6] UspA domain protein",0.764459528613191,0.659305496837515,0.882806300272352,0.604897297852808,0.613934152862533
"654","HVO_2533 [D4GTW5] conserved hypothetical protein",0.730684439174857,0.598999754037878,0.901861857013533,0.0078711658813071,0.00493598484125735
"655","HVO_2531 [D4GTW2] conserved hypothetical protein",0.00108645526383677,0.598657906838466,0.888060740506975,0.279500530613342,0.540080791609532
"656","HVO_2530 [D4GTW3] homolog to phosphoribosylamine--glycine ligase",0.72265625,0.684816832896548,0.918317509105071,0.501179712994921,0.555300659371477
"657","HVO_2529 [D4GTW1] probable oxidoreductase (short-chain dehydrogenase family)",0.246969138908631,0.635315949375682,0.909252580318115,0.0381024423385373,0.470246299514592
"658","HVO_2528 [D4GTW0] (crtD) carotenoid 3,4-desaturase<|>decoy_HVO_0397 [D4H023] homolog to glycine cleavage system protein T",0.676582185955026,0.624030930164059,0.909141556789299,0.00599833171399211,0.533241295532758
"659","HVO_2528 [D4GTW0] (crtD) carotenoid 3,4-desaturase",0.147439806008019,0.000830360157312193,0.948193627946732,0.000375005859466593,0.000549208008736257
"660","HVO_2524 [D4GTV6] (crtB) phytoene synthase",0.726960370471532,0.132373653077269,0.00400059759964144,0.0388463142691725,0.000549208008736257
"661","HVO_2521 [D4GTV3] DUF21/CBS domain protein",0.540530625421888,0.000830636806338436,0.905399900420948,0.000375005859466593,0.0421510240561358
"662","HVO_2519 [D4GTV1] conserved hypothetical protein",0.786299790803911,0.0814239858921846,0.928581503945835,0.0328918679840026,0.657500943028025
"663","HVO_2516 [D4GTU8] (gpmI) phosphoglycerate mutase, 2,3-biphosphateglycerate-independent type",0.813457634887376,0.71099341915524,0.942576809169624,0.0403336865643075,0.359911263829785
"664","HVO_2513 [D4GTU5] conserved hypothetical protein",0.67596887625318,0.512578715863422,0.895782804460329,0.492811321660579,0.555636250533391
"665","HVO_2511 [D4GTU3] (gatD) glutamyl-tRNA(Gln) amidotransferase subunit D",0.822619542116491,0.71126732875689,0.953272400095636,0.616301058175641,0.659913867880907
"666","HVO_2510 [D4GTU2] GNAT family acetyltransferase",0.713890644753477,0.618789643250265,0.918217316548486,0.417086164868569,0.567642478859941
"667","HVO_2509 [D4GTU1] sensor box histidine kinase",0.696865801985962,0.587602354410377,0.898808494930171,0.00112529846783582,0.53152411292333
"668","HVO_2508 [D4GTU0] (carA) carbamoyl-phosphate synthase (glutamine-hydrolyzing) small subunit",0.0319070792397392,0.509778047055166,0.916700312373829,0.40581576737229,0.647787053332369
"669","HVO_2506 [D4GTS6] (idiA) isopentenyl-diphosphate delta-isomerase, type I",0.724276354527866,0.674000653523581,0.933559598479306,0.442590739906241,0.55395715998281
"670","HVO_2504 [D4GTS3] probable oxidoreductase (short-chain dehydrogenase family)",0.661586357353858,1,0.906778233279048,0.000375005859466593,0.576223769861668
"671","HVO_2503 [D4GTS2] (kynU) kynureninase",0.729889694120265,0.620104884566698,0.904586280086719,0.47501553444984,0.564654549503329
"672","HVO_2501 [D4GTR7] alpha/beta hydrolase fold protein",0.652564269510448,0.640394088669951,0.906435578110539,0.507194733976052,0.000549208008736257
"673","HVO_2500 [D4GTR6] (cat2) transport protein (probable substrate cationic amino acids)",0.711944612137605,0.000830360157312193,0.922422872408744,0.000375005859466593,0.0212517116720357
"674","HVO_2496 [D4GTQ6] (adk1) adenylate kinase",0.271120774002699,0.448554311018494,0.696531791907514,0.535483970536035,0.535640428919364
"675","HVO_2495 [D4GTQ2] DUF106 family protein",0.00108645526383677,0.00497145510666774,0.93625768490929,0.000375005859466593,0.000549208008736257
"676","HVO_2493 [D4GTP8] (cbf5) tRNA/rRNA pseudouridine synthase Cbf5",1,1,1,1,1
"677","HVO_2487 [D4GTB8] (asd) aspartate-semialdehyde dehydrogenase",0.806564722529075,0.713997841138081,0.933309629743521,0.607832665322631,0.637355711383099
"678","HVO_2486 [D4GTB5] (pccA) propionyl-CoA carboxylase biotin carboxylase component",0.0350202929886121,0.633718739464133,0.965020481428637,0.546415961793159,0.756504014653831
"679","HVO_2485 [D4GTB0] (birA) HTH domain protein / biotin--[acetyl-CoA-carboxylase] ligase",0.775558570533858,0.610828451543592,0.924867607002906,0.480395713986133,0.624622909153967
"680","HVO_2483 [D4GTA3] amidohydrolase domain protein",0.763015959563212,0.723700175664174,0.954595209856952,0.000375005859466593,0.00493598484125735
"681","HVO_2482 [D4GTA1] HD family hydrolase",0.629759822864074,0.686260482278964,0.911769124656842,0.484762095578749,0.566315625850076
"682","HVO_2481 [D4GT99] HD family hydrolase<|>HVO_2482 [D4GTA1] HD family hydrolase",1,1,1,0.375960061731492,1
"683","HVO_2481 [D4GT99] HD family hydrolase",0.601923602880846,0.601726696029066,0.921366699495165,0.0269294784283658,0.258644770514873
"684","HVO_2479 [D4GT93] (cofD) 2-phospho-L-lactate transferase",0.369029986306347,0.673705026271276,0.919510792870956,0.533493287228975,0.596710755092601
"685","HVO_2472 [D4GT77] (pccX) propionyl-CoA carboxylase small subunit",0.843555055076507,1,0.93487945087537,0.462547718765057,0.554629136740413
"686","HVO_2471 [D4GT75] (pccB2) propionyl-CoA carboxylase carboxyltransferase component",0.836735618775887,0.000830360157312193,0.940857227150787,0.000375005859466593,0.732045285505518
"687","HVO_2470 [D4GT73] SNF family transport protein",1,1,1,1,1
"688","HVO_2469 [D4GT71] SNF family transport protein",0.703485268872529,0.000830360157312193,0.905284105223528,0.313873493505656,0.494059607701895
"689","HVO_2468 [D4GT69] probable oxidoreductase (short-chain dehydrogenase family)",0.714998011878239,0.725563909774436,0.906892168334919,0.216364882350451,0.557982217824949
"690","HVO_2467 [D4GT67] (qor3) NADPH:quinone reductase",0.784269850582638,0.000830360157312193,0.894752902671864,0.395201340050521,0.556642344094148
"691","HVO_2465 [D4GT62] (sucC) succinate--CoA ligase (ADP-forming) beta subunit",0.821413418995091,0.844478948508702,0.959409128338078,0.616626423155516,0.159166444956942
"692","HVO_2464 [D4GT59] (sucD) succinate--CoA ligase (ADP-forming) alpha subunit",0.716377492444513,0.699065361021228,0.716441801966613,0.12758507115988,0.735104506610192
"693","HVO_2456 [P52562] (trpD1) anthranilate phosphoribosyltransferase",0.729093170930967,0.621089157179318,0.925329617484683,0.234547858312269,0.439877286686708
"694","HVO_2454 [P33975] (trpE) anthranilate synthase component 1",0.823820985393381,0.000830360157312193,0.101952015471082,0.000375005859466593,0.000549208008736257
"695","HVO_2453 [P33974] (trpG) anthranilate synthase component 2",0.719393996424203,0.551533702934692,0.907233127184727,0.34381434446298,0.57884917948881
"696","HVO_2452 [D4GT33] (nrdJ) ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent",0.0907100475437675,0.766247628083491,0.410664560907693,0.000375005859466593,0.282338474302562
"697","HVO_2448 [D4GT19] probable oxidoreductase (aldo-keto reductase family protein)",0.707174936524746,0.231869013353466,0.914739989201473,0.485433448067847,0.60088519160685
"698","HVO_2443 [D4GT10] (dppD5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",1,1,1,1,1
"699","HVO_2436 [D4GSQ3] (maeB2) malate dehydrogenase (oxaloacetate-decarboxylating)",0.802740837859774,0.817866053519887,0.94418504803306,0.608484689528556,0.761100905710686
"700","HVO_2435 [D4GSQ0] peptidase M24 family protein",0.750492646694652,0.000830360157312193,0.920492633876374,0.0588841363000047,0.0147506685244507
"701","HVO_2432 [D4GSP2] ABC-type transport system periplasmic substrate-binding protein (probable substrate glutamine/glutamate/polar amino acids)",0.00108645526383677,0.74226929632335,0.938864568100653,0.00637296115031949,0.113900520532641
"702","HVO_2431 [D4GSN8] ABC-type transport system permease protein (probable substrate glutamine/glutamate/polar amino acids)",0.141274519768269,0.000830360157312193,0.925237421701354,0.000375005859466593,0.00766992445412751
"703","HVO_2430 [D4GSN5] ABC-type transport system ATP-binding protein (probable substrate glutamine/glutamate/polar amino acids)",0.0422312693686577,0.158686606143001,0.928492903762541,0.00562367096838445,0.000549208008736257
"704","HVO_2428 [D4GSN2] (adh1) alcohol dehydrogenase",0.532814544249019,0.730322819312641,0.931023556795886,0.479723564178599,0.593810226875697
"705","HVO_2427 [D4GSN1] (rfcB) replication factor C large subunit",0.789432685988806,0.641340694139385,0.954282573666263,0.00562367096838445,0.000549208008736257
"706","HVO_2425 [D4GSM9] GNAT family acetyltransferase",0.177409792328848,0.374534674085907,0.746436064763447,0.552697296286382,0.0442749650557134
