Protein_ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP,Row_Number
HVO_2846 [D4GXC4] SpoVR family protein,-1.023544792,0.744692443,2.102748385,0.570224128,0.508180068,0.905746419,1.354556283,0.411625436,2.999436203,0.367979665,481
HVO_2840 [D4GXB3] sensor box histidine kinase,-0.65189322,0.688348428,1.35571438,0.00083036,0.3121552,0.896928566,2.464836607,0.000375006,1.212725646,0.00219614,482
HVO_2836 [D4GXA3] sensor/bat box HTH-10 family transcription regulator,0.920746063,0.692190521,-0.591044457,0.02858874,8.978475246,1,6.49859296,1,-1.661528571,0.000549208,483
HVO_2815 [D4GX56] (hbd1) 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase,0.606918325,0.722114588,0.228702854,0.741242548,0.332074483,0.916598228,0.658606323,0.099425121,0.810217024,0.024489707,484
HVO_2813 [D4GX49] RimK family protein,0.433339289,0.704624492,-0.012293413,0.818946222,-0.238368366,0.917613704,-0.792806919,0.026556565,-0.05097181,0.70202582,485
HVO_2812 [D4GX45] AstE domain protein,0.436064987,0.796700219,-3.851384177,0.472095582,-0.655694569,0.904935849,-1.681887266,0.421858591,-1.924721193,0.490844625,486
HVO_2811 [D4GX42] (sdhC) succinate dehydrogenase subunit C,-0.416902811,0.690422127,1.354001508,0.610828452,-0.215541489,0.935287364,1.534020618,0.407867139,-0.20538849,0.577865473,487
HVO_2810 [D4GX41] (sdhD) succinate dehydrogenase subunit D,-0.897729563,0.724545663,1.053679825,0.659913785,-0.751910392,0.90065226,1.425884507,0.422880561,0.347219445,0.508930567,488
HVO_2809 [D4GX40] (sdhB) succinate dehydrogenase subunit B,-0.954596598,0.001086455,0.835696441,0.110219296,0.142081988,0.944689452,1.876188447,0.000375006,1.573205644,0.000549208,489
HVO_2808 [D4GX38] (sdhA) succinate dehydrogenase subunit A,-0.152851736,0.851501746,0.754099105,0.00083036,0.065911173,0.961071022,1.054629978,0.000375006,0.467063937,0.1411661,490
HVO_2803 [D4GX29] (livH3) ABC-type transport system permease protein (probable substrate branched-chain amino acids),-2.07225844,0.678111172,1.022564418,0.630509476,0.145947351,0.897055041,3.723187768,0.000375006,3.278671314,0.552611842,491
HVO_2802 [D4GX26] (livM3) ABC-type transport system permease protein (probable substrate branched-chain amino acids),-1.901036579,0.751491541,-0.010416409,0.778725354,-0.109772628,0.951009549,2.870045343,0.085461815,2.371566286,0.475343772,492
HVO_2801 [D4GX24] (livG3) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),-0.249403279,0.762050157,0.622636053,0.680751974,0.409319744,0.912521217,1.574186665,0.042563817,1.871173285,0.012576196,493
HVO_2800 [D4GX23] (livF3) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),-1.430195697,0.678721057,0.133187731,0.715085695,0.328431283,0.913901297,1.668164103,0.248756257,2.078597965,0.000549208,494
HVO_2798 [D4GX20] (livJ3) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids),-0.476855878,0.752736107,0.93221169,0.451658034,0.817269593,0.750388556,1.503529937,0.036614327,2.385840932,0.000549208,495
HVO_2797 [D4GX19] (udk) uridine kinase,0,1,0,1,0,1,1.941813594,0.499841881,-0.539587091,0.589605271,496
HVO_2796 [D4GX17] conserved hypothetical protein,-0.321256356,0.678416236,1.141374221,0.643228691,0.184046687,0.89979627,1.463735846,0.451058504,1.389938952,0.554629137,497
HVO_2795 [D4GX16] GNAT family acetyltransferase,0,1,0,1,0,1,0,1,0,1,498
HVO_2793 [D4GX15] conserved hypothetical protein,1.520329867,0.001086455,-1.539233775,0.674886483,0.298066168,0.912414163,-2.680025555,0.411625436,-1.076084428,0.61488207,499
HVO_2790 [D4GX09] (apbC1) Fe-S cluster carrier protein ApbC,1.469051281,0.065412644,-0.242463416,0.743037869,0.054321549,0.953462947,-1.470914637,0.000375006,-1.291905565,0.000549208,500
HVO_2784 [D4GWZ7] (rps13) 30S ribosomal protein S13,-1.05207349,0.309274675,0.423302089,0.675476161,-0.093565389,0.931195173,1.418338793,0.001875341,0.537536948,0.588632318,501
HVO_2783 [D4GWZ3] (rps4) 30S ribosomal protein S4,-0.341998034,0.760596291,0.460086868,0.017271532,-0.160248373,0.951793743,0.743155513,0.111881462,0.581153756,0.346466661,502
HVO_2782 [D4GWZ1] (rps11) 30S ribosomal protein S11,-0.815739773,0.558035329,-0.179167953,0.75765051,-0.49537719,0.906892168,-0.039760293,0.583964006,0.055671549,0.670696,503
HVO_2781 [D4GWY4] (rpoD) DNA-directed RNA polymerase subunit D,0.301830141,0.794295763,0.15799091,0.756657553,0.065205462,0.941234442,-0.754272344,0.364580971,-0.405316881,0.592195082,504
HVO_2779 [D4GWY3] (rpl18e) 50S ribosomal protein L18e,-1.08659965,0.127863396,0.141065454,0.752413253,0.003331422,0.950943799,0.761399984,0.309679172,0.105171455,0.682826156,505
HVO_2778 [D4GWY1] (rpl13) 50S ribosomal protein L13,-1.493909315,0.030866277,0.208616422,0.762337714,-0.136087045,0.93894219,1.889635101,0.000375006,0.7799886,0.304268727,506
HVO_2777 [D4GWX7] (rps9) 30S ribosomal protein S9,-1.255057488,0.024589054,-0.177020809,0.760123479,-0.145498732,0.936818123,1.078694176,0.091346455,-0.147454497,0.664421487,507
HVO_2774 [D4GWX0] (eno) enolase,-0.15172282,0.811592626,0.254922574,0.6931315,0.015657812,0.958001146,0.079290293,0.637073458,-0.211816312,0.712901345,508
HVO_2773 [D4GWW8] (rps2) 30S ribosomal protein S2,-0.222542938,0.812630107,-0.912619326,0.386916163,0.066286147,0.952117895,-1.424074281,0.030656904,-0.964799506,0.259088058,509
HVO_2772 [D4GWW6] rhodanese domain protein / beta-lactamase domain protein,-0.045228505,0.759623587,-0.348317036,0.730585797,0.160103678,0.921463263,-1.565203256,0.427306276,-1.755130998,0.515237926,510
HVO_2770 [D4GWW1] DUF2342 family protein,-1.016961883,0.05139462,0.778997642,0.079164854,-0.129288239,0.93330963,1.87024751,0.000375006,1.296260996,0.02287175,511
HVO_2767 [D4GWV5] (dna2) ATP-dependent DNA helicase Dna2,0.417928863,0.681755931,-2.449209593,0.00083036,-0.323186279,0.889435531,11.8866099,1,21.98030656,1,512
HVO_2766 [D4GWV3] (lhr1) ATP-dependent DNA helicase,-2.224413058,0.572902323,0.502381144,0.683948607,0.041016549,0.901621172,2.186179415,0.130136206,1.799229794,0.527735957,513
HVO_2765 [D4GWU5] (dppC6) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0,1,0,1,0,1,0,1,0,1,514
HVO_2764 [D4GWU4] (dppB6) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0,1,0,1,0,1,2.134833039,0.496830212,2.555906058,0.619607708,515
HVO_2763 [D4GWU3] homolog to ribonuclease Z,3.506981463,0.379760406,0.452656565,0.685683531,0.311057817,0.905515551,-1.577457754,0.194876018,-0.141523419,0.638896932,516
HVO_2761 [D4GWT5] (mvk) mevalonate kinase,0.16214751,0.743163307,0.481554699,0.667755397,-0.069429272,0.919114874,0.402047806,0.467606646,-0.182663492,0.553284729,517
HVO_2759 [D4GWT1] peptidase M42 family protein,-0.512059146,0.68145353,0.893090723,0.00083036,-0.3253527,0.908360567,1.318705323,0.000375006,0.666704656,0.248848713,518
HVO_2758 [P41200] (rpl11) 50S ribosomal protein L11,-1.391595299,0.302523669,0.781915171,0.392289338,0.224020304,0.920394957,2.135993078,0.000375006,1.457451476,0.000549208,519
HVO_2757 [P41199] (rpl1) 50S ribosomal protein L1,-0.99662436,0.004337461,1.00689883,0.00083036,0.31473492,0.900530446,1.502413042,0.000375006,1.168669257,0.000549208,520
HVO_2756 [P41198] (rpl10) 50S ribosomal protein L10,-0.237386237,0.784947893,0.753120557,0.220689983,-0.062675079,0.942798193,0.495415441,0.38593506,0.158274626,0.674262643,521
"HVO_2750 [D4GWA7] (metB1) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",0.050473223,0.792535782,-0.467117796,0.636908242,0.331403106,0.911010649,0.243388014,0.530837581,0.898085784,0.259531173,522
HVO_2749 [D4GWA6] (rpl21e) 50S ribosomal protein L21e,-0.956175421,0.720756858,0.703968565,0.697095436,0.900454841,0.874786118,1.289011764,0.385247873,-0.371261614,0.562990678,523
"HVO_2746 [D4GWA1] (ksgA) ribosome biogenesis protein KsgA, 16S rRNA-methylating",-0.388494075,0.784043525,-2.183227239,0.622398653,-0.674302358,0.3381017,-1.292802429,0.46861771,-1.050940532,0.519073193,524
HVO_2745 [D4GW98] (mscS5) mechanosensitive channel protein MscS,-1.306983803,0.713613276,2.419504038,0.632758044,0.313922924,0.896548147,4.913227195,0.003000169,4.046127226,0.35382055,525
HVO_2743 [D4GW95] (metE2) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II),-0.024275424,0.805507129,-0.090546374,0.795215991,0.153956969,0.93894219,-0.561842549,0.383529422,-0.599727167,0.463655339,526
HVO_2742 [D4GW90] (metE1) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II),0.655535992,0.466478507,-0.058403652,0.794987967,0.115803237,0.945546101,-0.717878547,0.064804017,-0.927056457,0.000549208,527
HVO_2740 [D4GW84] (ndk) nucleoside-diphosphate kinase,-0.295516529,0.766851883,1.88649817,0.003317596,-0.049078777,0.925237422,1.995656163,0.000375006,3.043456117,0.000549208,528
HVO_2739 [D4GW81] (rpl24e) 50S ribosomal protein L24e,-0.791140996,0.711944612,1.016951943,0.605115903,0.37870104,0.853361699,1.872823506,0.172559763,0.421926634,0.587658394,529
HVO_2737 [D4GW76] (rpl8e) 50S ribosomal protein L8e,-0.774647946,0.706326751,0.621889274,0.676359369,0.386202936,0.916598228,0.882783314,0.451058504,0.500777698,0.587008572,530
HVO_2736 [D4GW73] (tmcA) tRNA(Met) cytidine acetyltransferase TmcA,0.400839708,0.728294864,0.905086258,0.57951415,0.271132896,0.91618869,0.661615352,0.514534836,0.448050753,0.645342913,531
HVO_2732 [D4GW64] FixC family protein,1.111305403,0.725620877,-0.133751482,0.730059694,0.757010892,0.918317509,1.843049272,0.000375006,1.213942665,0.00219614,532
HVO_2726 [D4GW53] (gltS) glutamate--tRNA(Glu/Gln) ligase,0.278509083,0.823421023,-1.402083924,0.00083036,-0.513230848,0.471758064,-1.847583178,0.000375006,-1.745533361,0.000549208,533
HVO_2725 [D4GW51] (idsA1) bifunctional short chain isoprenyl diphosphate synthase,-0.273621353,0.776717954,-1.610049802,0.00083036,-0.41414363,0.656701872,-1.724860978,0.000375006,-1.419496508,0.000549208,534
HVO_2724 [D4GW49] (rnj) ribonuclease J,-0.124953077,0.866605185,0.705395096,0.00083036,-0.18772273,0.930159897,0.457703957,0.116269472,0.064475923,0.79392835,535
HVO_2723 [D4GW47] (lsm) RNA-binding protein Lsm,-0.031545568,0.723737131,1.896828495,0.506963788,0.19659129,0.913478942,1.319871284,0.420836377,2.353821647,0.292281569,536
HVO_2722 [D4GW44] (rpl37e) 50S ribosomal protein L37e,24.89704667,1,20.22667295,1,1.105524425,0.899056397,0,1,0,1,537
HVO_2721 [D4GW43] (purF) amidophosphoribosyltransferase,-0.248134678,0.781999567,-0.258517615,0.716983492,-0.712697142,0.146098554,-0.810718726,0.352133008,-0.890143636,0.159166445,538
HVO_2717 [D4GW34] (alaS2) alanine--tRNA ligase,0.346686164,0.809088661,-0.572336702,0.623704882,0.270331593,0.930333377,-1.118403446,0.567866022,-0.371835264,0.695959993,539
HVO_2716 [D4GW32] (acd5) acyl-CoA dehydrogenase,1.311260975,0.455912789,-0.458544352,0.593503879,-0.473642987,0.814703973,0.054270233,0.583308153,-0.997179276,0.404338641,540
HVO_2712 [D4GW23] (rtcB) tRNA-splicing ligase RtcB,0.243865754,0.836352201,-1.249416781,0.486457801,-0.317381726,0.932891241,-1.606644366,0.001125298,-0.941023578,0.210197235,541
HVO_2711 [D4GW21] DoxX domain protein,-2.324497364,0.683264334,1.1707943,0.513376425,-0.843917299,0.902699445,3.457785653,0.034753485,4.316185738,0.417469762,542
HVO_2708 [D4GW14] YfiH family protein,1.288474919,0.065412644,0.537411637,0.667456049,0.549247591,0.872080757,-0.541686589,0.445302255,-0.054712364,0.674855762,543
HVO_2707 [D4GW10] GFO family oxidoreductase,1.28485431,0.001086817,-0.447386737,0.706036137,0.243019254,0.926245949,-0.857467432,0.332002049,-0.553053864,0.49797537,544
HVO_2706 [D4GW08] eIF-2B domain protein,0.691098437,0.694535473,-0.310192933,0.702423875,0.363769781,0.917310309,-1.018874719,0.394858501,-0.557175919,0.589929374,545
HVO_2704 [D4GW04] DUF1628 domain protein,-0.483596892,0.766613408,-0.301660335,0.689708034,-0.260797084,0.903174735,0.651864736,0.003375049,1.41811015,0.000549208,546
HVO_2703 [D4GW03] (panB2) 3-methyl-2-oxobutanoate hydroxymethyltransferase,1.972845459,0.639307591,2.116936121,0.000830637,-0.472391864,0.908919101,0.151574028,0.548069853,0.141130675,0.621805083,547
HVO_2702 [D4GVT1] alpha/beta hydrolase fold protein,2.469892081,0.026687658,-0.348700253,0.70907166,0.229675929,0.923560119,-1.745448368,0.274920338,-1.500541303,0.401225341,548
HVO_2700 [D4GVS7] (cdc48b) AAA-type ATPase (CDC48 subfamily),0.655336664,0.201210562,-0.301295642,0.772049726,0.403394782,0.405948881,-1.295236067,0.000375006,-0.742982484,0.008761851,549
HVO_2699 [D4GVS5] (bcp1) peroxiredoxin,1.491863727,0.776717954,-2.60747925,0.576316191,0.687399233,0.914844266,-3.043159054,0.386622138,-1.981082383,0.503290976,550
HVO_2697 [D4GVS1] (priS) DNA primase small subunit,0.891662685,0.729358877,-0.402844902,0.680751974,-0.396194687,0.911876955,-2.141717682,0.000375006,-1.934885481,0.000549208,551
HVO_2695 [D4GVR7] (tsgA3) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.157029351,0.797352884,0.562559098,0.308860307,-0.281275762,0.936096808,2.414219175,0.000375006,1.260867916,0.000549208,552
HVO_2694 [D4GVR5] (tsgB3) ABC-type transport system permease protein (probable substrate sugar),0,1,0,1,0,1,0,1,0,1,553
HVO_2693 [D4GVR3] (tsgC3) ABC-type transport system permease protein (probable substrate sugar)<|>HVO_A0146 [D4GQH5] (tsgB4) ABC-type transport system permease protein (probable substrate sugar),1.68867962,0.667278157,1.905645157,0.537571288,0.207040847,0.887087147,0.770776496,0.467943694,0.642872355,0.529459614,554
HVO_2693 [D4GVR3] (tsgC3) ABC-type transport system permease protein (probable substrate sugar),0,1,0,1,0,1,2.340264625,0.000375006,19.81865673,1,555
HVO_2692 [D4GVR2] (tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_A0145 [D4GQH4] (tsgD4) ABC-type transport system ATP-binding protein (probable substrate sugar),-0.433807847,0.698604034,0.086261717,0.646672076,-0.41655195,0.878341396,2.170386274,0.238815235,1.191674553,0.545857849,556
HVO_2692 [D4GVR2] (tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar),1.172489536,0.688942081,0.236272977,0.648851318,0.273603483,0.90400073,1.06302424,0.456806987,0.922074357,0.566979275,557
HVO_2690 [D4GVQ6] GFO family oxidoreductase,-0.153173343,0.829562855,0.407147342,0.646359996,0.043339397,0.957465324,-0.355140615,0.521862218,-0.279295762,0.676632861,558
HVO_2689 [D4GVQ4] conserved hypothetical protein,-2.463775323,0.60851538,0.758648294,0.615818265,0.854575985,0.899056397,2.028660845,0.33686985,1.592485819,0.557982218,559
HVO_2688 [D4GVQ2] (trmB) TrmB family transcription regulator TrmB,0.656279921,0.685964429,-0.558220532,0.634677657,-0.240243457,0.931877962,-0.774275924,0.360435646,-0.213718543,0.602166031,560
HVO_2685 [D4GVP5] (mscS3) mechanosensitive channel protein MscS,-0.55012685,0.736198363,0.139264379,0.664452704,-0.2369295,0.907005962,0.459517166,0.469291619,2.778098355,0.470611238,561
HVO_2684 [D4GVP1] UspA domain protein,3.849955215,0.648633477,0.93311651,0.648540566,1.184551779,0.90925258,-1.887200252,0.445979865,-3.951911096,0.50646709,562
HVO_2682 [D4GVN8] dodecin,1.98413956,0.67963406,-1.371075561,0.609489845,0.110176457,0.890521992,0.437761861,0.423221163,0.482260204,0.594132935,563
HVO_2681 [D4GVN6] HTH domain protein,0,1,0,1,0,1,0,1,0,1,564
HVO_2679 [D4GVN1] conserved hypothetical protein,0,1,0,1,0,1,0.762446448,0.121748375,7.263966272,1,565
HVO_2675 [D4GV52] (hisD) histidinol dehydrogenase,-0.001764006,0.814076854,-0.401539831,0.591081653,0.396654755,0.903529627,-0.430468224,0.497164948,-0.227474277,0.655687185,566
HVO_2671 [D4GV47] pyridoxal phosphate-dependent aminotransferase,0.437229054,0.759623587,0.219102316,0.70852117,-0.10483247,0.926063497,0.927820186,0.357669878,1.05203989,0.371991532,567
HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0203 [D4GPK4] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.948404029,0.679025634,1.816891542,0.671333674,1.182285003,0.89173031,2.9107055,0.456469056,1.810076794,0.539398939,568
HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.738928744,0.503355397,0.238990013,0.737630955,0.296764905,0.922422872,1.951979445,0.000375006,1.033144794,0.000549208,569
HVO_2665 [D4GV36] HpcH/HpaI aldolase family protein,-0.500384729,0.719393996,-1.070392835,0.496390181,-0.238266914,0.930159897,-0.441404433,0.491135659,1.186664469,0.214811963,570
HVO_2663 [D4GV33] probable oxidoreductase (aldo-keto reductase family protein),2.503500081,0.560480654,0.482861764,0.69850334,-0.419718857,0.927869977,-0.525655807,0.508530245,0.487862884,0.589929374,571
HVO_2662 [D4GV31] glyoxalase domain protein,1.641454432,0.179914203,-0.285996988,0.672224253,0.31976579,0.911876955,-1.333314182,0.352133008,-0.726017184,0.572602344,572
HVO_2661 [D4GV29] pyridoxal phosphate-dependent aminotransferase,0.738915266,0.608878558,-0.43044705,0.702144887,-0.036081832,0.940478101,-1.033968266,0.233480362,-0.270677521,0.674559249,573
HVO_2660 [D4GV24] receiver/sensor box histidine kinase,0,1,0,1,0,1,0,1,0,1,574
HVO_2655 [D4GV15] (narB2) Rieske-type (2Fe-2S) iron-sulfur protein,-0.731515906,0.708021168,-0.451711364,0.613162898,0.778889258,0.92088222,-0.424501193,0.471649459,1.214621698,0.51733169,575
HVO_2654 [D4GV13] (narC2) homolog to respiratory nitrate reductase b-type cytochrome subunit,0.871475358,1,0.700004168,0.641340694,0.088222546,0.926063497,0,1,0,1,576
HVO_2650 [D4GV06] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase),1.139599514,0.420618241,0.629927345,0.562238779,-0.076393157,0.942871841,-1.044722534,0.134506156,-0.999291358,0.130333682,577
HVO_2649 [D4GV04] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,578
HVO_2648 [D4GV02] (serA2) probable D-2-hydroxyacid dehydrogenase,-0.269498841,0.769700498,-0.309820046,0.686836758,0.094839694,0.941083784,0.384816917,0.516867654,0.457976305,0.602166031,579
HVO_2646 [D4GUY2] (ilvD) dihydroxy-acid dehydratase,0.233698833,0.816132135,-0.344908594,0.561140872,0.357774066,0.677286937,-0.732611551,0.00862008,-0.097391678,0.752155797,580
HVO_2645 [D4GUY1] (moaB) molybdopterin adenylyltransferase,0,1,0,1,0,1,0.779282905,0.43240718,27.40657391,1,581
HVO_2643 [D4GUX6] (qor1) NADPH:quinone reductase,0.622098009,0.749741577,-0.382879991,0.639445739,-0.23958383,0.928934938,-0.014193852,0.573129296,0.413572889,0.617090256,582
HVO_2639 [D4GUW8] DUF1611 family protein,0.977137751,0.743928713,-0.298046862,0.732945987,0.221217568,0.929286832,-0.081664763,0.496160662,0.032424917,0.618035073,583
HVO_2638 [D4GUW6] homolog to dipeptide epimerase,0.287858763,0.779713555,0.334537867,0.670143758,0.294281539,0.918417585,0.036171974,0.603265648,0.036280303,0.651745374,584
HVO_2637 [D4GUW4] conserved hypothetical protein,0.003613299,0.765657822,2.376373357,0.003317596,0.466204815,0.910135899,2.392853898,0.017970966,1.7797978,0.184958022,585
HVO_2636 [D4GUW2] (pspA) PspA domain protein,-1.221360461,0.021429452,0.129364585,0.779198387,-0.29457638,0.92795926,1.52218484,0.000375006,1.346754395,0.000549208,586
HVO_2634 [D4GUJ2] conserved hypothetical protein,-1.279518427,0.713057903,1.142131673,0.623052175,0.144188662,0.905515551,2.54614219,0.000375006,1.159499662,0.504350782,587
HVO_2630 [D4GUI4] conserved hypothetical protein,0.251663282,0.758892235,0.701205274,0.616480022,0.255319703,0.928137531,1.457348195,0.315270698,0.370274385,0.661418811,588
HVO_2629 [D4GUI2] conserved hypothetical protein,1.627657155,0.001086455,0.186725597,0.669249458,0.721947359,0.897055041,0.473627961,0.017597305,-0.471109297,0.59477803,589
HVO_2628 [D4GUI0] GHMP family kinase (homolog to beta-ribofuranosylaminobenzene 5'-phosphate synthase),0.629970461,0.717751747,-0.729258589,0.014826079,-1.134006698,0.897684945,-1.496039861,0.427986749,-2.166888531,0.538375288,590
