"Protein.ID","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"812","HVO_2477 [D4GT86] (citG) triphosphoribosyl-dephospho-CoA synthase",0.158645765,-0.420232164,-0.506447454
"813","HVO_2476 [D4GT83] DUF447 family protein",0.380394637,0.548328737,0.614154936
"814","HVO_2475 [D4GT80] (rps17e) 30S ribosomal protein S17e",-0.348326625,-0.309681873,-0.26184254
"815","HVO_2472 [D4GT77] (pccX) propionyl-CoA carboxylase small subunit",-0.644127114,0.256290426,-0.380430827
"816","HVO_2471 [D4GT75] (pccB2) propionyl-CoA carboxylase carboxyltransferase component",-0.197491615,-1.905923807,-2.033987996
"817","HVO_2468 [D4GT69] probable oxidoreductase (short-chain dehydrogenase family)",0.109957263,1.074255579,0.98859027
"818","HVO_2467 [D4GT67] (qor3) NADPH:quinone reductase",-0.078352396,-0.463477303,-0.34593936
"819","HVO_2465 [D4GT62] (sucC) succinate--CoA ligase (ADP-forming) beta subunit",0.165659207,-0.65919902,-0.552044495
"820","HVO_2464 [D4GT59] (sucD) succinate--CoA ligase (ADP-forming) alpha subunit",-0.137026596,-0.756828785,-0.79446095
"821","HVO_2462 [D4GT54] (htr37) transducer protein Htr37",0,0,0
"822","HVO_2452 [D4GT33] (nrdJ) ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent",-0.174548138,0.532530954,0.577627828
"823","HVO_2451 [D4GT31] (pilA4) pilin PilA",0.196173685,3.278955218,0.974738424
"824","HVO_2449 [D4GT22] DUF1684 family protein",0.079116051,0.506030675,0.309973627
"825","HVO_2448 [D4GT19] probable oxidoreductase (aldo-keto reductase family protein)",-0.232310416,-1.286223272,-1.736064275
"826","HVO_2447 [D4GT17] conserved hypothetical protein",0.004112484,1.675149964,1.388584989
"827","HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)",-0.477717126,-0.579265755,-1.36181585
"828","HVO_2436 [D4GSQ3] (maeB2) malate dehydrogenase (oxaloacetate-decarboxylating)",0.079987484,-1.088449131,-0.881230525
"829","HVO_2435 [D4GSQ0] peptidase M24 family protein",0.175011264,-1.446767938,-1.531483325
"830","HVO_2432 [D4GSP2] ABC-type transport system periplasmic substrate-binding protein (probable substrate glutamine/glutamate/polar amino acids)",0.645591123,0.017430325,-0.606202926
"831","HVO_2431 [D4GSN8] ABC-type transport system permease protein (probable substrate glutamine/glutamate/polar amino acids)",1.486066441,0.837479642,0.52309218
"832","HVO_2430 [D4GSN5] ABC-type transport system ATP-binding protein (probable substrate glutamine/glutamate/polar amino acids)",0.168602217,-0.705896533,-1.128034101
"833","HVO_2429 [D4GSN3] small CPxCG-related zinc finger protein",0.300911991,1.755739083,1.603623843
"834","HVO_2428 [D4GSN2] (adh1) alcohol dehydrogenase",0.338719846,-0.627540587,-0.409365807
"835","HVO_2427 [D4GSN1] (rfcB) replication factor C large subunit",0.433115293,-0.279322455,-0.269655852
"836","HVO_2425 [D4GSM9] GNAT family acetyltransferase",0.680687578,0.679327916,0.734555859
"837","HVO_2424 [D4GSM8] conserved hypothetical protein",-0.534818732,-1.141804853,-1.817552661
"838","HVO_2423 [D4GSM6] GNAT family acetyltransferase",0.09045214,1.346622095,1.392609266
"839","HVO_2421 [D4GSH0] cro/C1 family transcription regulator",0.329182379,-0.743506146,-0.640881954
"840","HVO_2419 [D4GWR6] (hmgB) hydroxymethylglutaryl-CoA synthase",-0.164333339,-1.412419263,-1.393667248
"841","HVO_2418 [D4GWR5] probable secreted glycoprotein",0.621908642,0.126135086,-0.217929965
"842","HVO_2417 [D4GWR4] DUF2150 family protein",0.029756779,0.706841851,0.884553221
"843","HVO_2416 [D4GWR3] (tatD) 3'-5' ssDNA/RNA exonuclease TatD",-0.303648757,0.908642856,0.943890684
"844","HVO_2415 [D4GWR2] DUF88 family protein",0.348692635,-0.125142183,-0.408408237
"845","HVO_2413 [D4GWR0] (tef1a2) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3",0.971034257,-0.072114307,0.207172065
"846","HVO_2412 [D4GWQ9] Lrp/AsnC family transcription regulator",-0.392769639,0.625622999,0.602439584
"847","HVO_2410 [D4GWQ7] UPF0753 family protein",0.191268728,0.569024864,-0.184272811
"848","HVO_2409 [D4GWQ6] NikR family transcription regulator",0.457745909,-0.138598448,-0.413248167
"849","HVO_2404 [D4GWQ1] (gcvT) glycine cleavage system protein T",0.513320144,-0.226147692,-0.017626872
"850","HVO_2403 [D4GWQ0] (gcvH) glycine cleavage system protein H",0.046039741,0.810531128,0.80107294
"851","HVO_2402 [D4GWP9] (gcvP1) glycine cleavage system protein P alpha subunit",0.464642654,-1.42201372,-1.278509182
"852","HVO_2401 [D4GWP8] (gcvP2) glycine cleavage system protein P beta subunit",0.191342108,-1.48331513,-1.147773088
"853","HVO_2400 [D4GWP7] small CPxCG-related zinc finger protein",0.231808185,-0.443007636,-0.732009218
"854","HVO_2398 [D4GWP5] (znuC1) ABC-type transport system ATP-binding protein (probable substrate zinc)",-0.481549209,0.725166142,1.448327675
"855","HVO_2397 [D4GWP4] (znuA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)",-0.909718255,0.837682232,1.145664892
"856","HVO_2396 [D4GWP3] (grx4) glutaredoxin",-0.162893017,1.215744279,1.167329411
"857","HVO_2395 [D4GWP2] (pduO) ATP:cob(I)alamin adenosyltransferase",0.716589033,-0.260693483,0.329698108
"858","HVO_2389 [D4GWN7] (hadL) haloacid dehalogenase, type II",-0.712652924,-0.58815525,-0.824647895
"859","HVO_2385 [D4GWN3] (pilB5) type IV pilus biogenesis complex ATPase subunit",0,0,0
"860","HVO_2384 [D4GWN2] CBS domain protein",0.139802222,-1.012382723,-1.476163962
"861","HVO_2383 [D4GWN1] (radB) DNA repair and recombination protein RadB",0.479371785,-1.009977394,-0.350364924
"862","HVO_2382 [D4GWN0] conserved hypothetical protein",0.737075756,1.338210559,1.492372457
"863","HVO_2381 [D4GWM9] LarC family protein",0.173265145,0.27918624,0.217163451
"864","HVO_2380 [D4GWM8] (cdc48a) AAA-type ATPase (CDC48 subfamily)",0.423103546,-0.773045489,-0.798868083
"865","HVO_2379 [D4GWM7] (phoU3) PhoU domain protein",0.061528915,1.160946042,1.221296409
"866","HVO_2378 [D4GWM6] (pstB1) ABC-type transport system ATP-binding protein (probable substrate phosphate)",0.00509809,0.062700557,0.127922491
"867","HVO_2377 [D4GWM5] (pstA1) ABC-type transport system permease protein (probable substrate phosphate)",0.902396513,0.23105272,0.496867434
"868","HVO_2376 [D4GWM4] (pstC1) ABC-type transport system permease protein (probable substrate phosphate)",0.488085998,-0.250427185,0.461048147
"869","HVO_2375 [D4GWM3] (pstS1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate)",-0.538220102,0.900958687,1.328932628
"870","HVO_2374 [D4GWM2] (phoU2) PhoU domain protein",-0.007596321,-0.006797613,0.013774477
"871","HVO_2373 [D4GWM1] (rps8e) 30S ribosomal protein S8e",0.205750552,-0.543244516,-0.489382323
"872","HVO_2372 [D4GWM0] DUF2240 family protein",0.209896472,-0.370570844,-0.37869284
"873","HVO_2371 [D4GWL9] conserved hypothetical protein",-0.208145129,1.352127253,1.06098605
"874","HVO_2370 [D4GWL8] HAD superfamily hydrolase",0.057003155,-0.116078955,-0.383437639
"875","HVO_2369 [D4GWL7] NurA domain protein",0.188194903,-1.137543723,-1.527058154
"876","HVO_2368 [D4GWL6] conserved hypothetical protein",-0.204518392,0.899595311,0.552466509
"877","HVO_2367 [D4GWL5] arNOG05179 family protein (DUF87-related AAA-type ATPase)",0.101171031,-0.49606388,-0.380740347
"878","HVO_2366 [D4GWL4] UspA domain protein",0.425798562,0.533517973,0.531341769
"879","HVO_2365 [D4GWL3] nitroreductase family protein",0.495292011,0.846213283,0.809227466
"880","HVO_2364 [D4GWL2] (cirB) KaiC-type circadian clock protein CirB",0.135742038,0.256675444,-0.02180008
"881","HVO_2363 [D4GWL1] (nadK1) probable NAD kinase (polyphosphate/ATP)",0.119670968,-1.124530203,-0.804353091
"882","HVO_2361 [D4GWK9] (carB) carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit",0.311622451,-0.588187969,-0.637814348
"883","HVO_2359 [D4GWK7] conserved hypothetical protein",-0.351789548,0.702228144,1.077907716
"884","HVO_2356 [D4GWK4] GNAT family acetyltransferase",0.614366997,-1.099027651,-1.226189712
"885","HVO_2350 [D4GWJ9] YyaL family protein",0.236536176,0.334751511,0.441361423
"886","HVO_2349 [D4GWJ8] TrmB family transcription regulator",0.204992287,0.365392181,0.345913855
"887","HVO_2348 [D4GWJ7] (mptA) GTP cyclohydrolase MptA",0.263163601,0.24352918,0.415673103
"888","HVO_2347 [D4GWJ6] conserved hypothetical protein",0.139628505,1.029303442,0.754367491
"889","HVO_2345 [D4GWJ4] flavin-dependent pyridine nucleotide oxidoreductase",0.09234926,-0.698173268,-0.781368038
"890","HVO_2344 [D4GWJ3] HTH domain protein",-0.100680743,-0.741023991,-1.150423346
"891","HVO_2343 [D4GWJ2] conserved hypothetical protein",-0.062680946,0.711742688,0.543826701
"892","HVO_2342 [D4GWJ1] MATE efflux family protein",1.03411153,0.821739322,0.649090375
"893","HVO_2341 [D4GWJ0] TetR family transcription regulator",0.123947784,1.184871333,1.410098015
"894","HVO_2340 [D4GWI9] amine oxidase domain protein",0.915855372,-1.193391856,-1.085473206
"895","HVO_2339 [D4GWI8] sensor box histidine kinase",1.128222831,0.337087939,-0.08061963
"896","HVO_2338 [D4GWI7] (thrB) homoserine kinase",0.417543735,-0.004659145,0.130551093
"897","HVO_2337 [D4GWI6] UspA domain protein",1.038603274,0.766460034,0.684827473
"898","HVO_2336 [D4GWI5] (pdxS) pyridoxal 5'-phosphate synthase subunit PdxS",0.471741034,0.09531991,0.057298326
"899","HVO_2334 [D4GWI3] conserved hypothetical protein",0.211797377,-0.422692103,-0.411431641
"900","HVO_2333 [D4GWI2] conserved hypothetical protein",-0.03456183,0.258479943,0.165558822
"901","HVO_2328 [D4GWH7] (entB1) isochorismatase family protein",-0.242107566,0.900638499,0.796309596
"902","HVO_2327 [D4GWH6] YcgG family protein",-0.157070769,1.057614807,0.71814623
"903","HVO_2325 [D4GWH4] conserved hypothetical protein",0.329592761,2.01255404,1.85198346
"904","HVO_2324 [D4GWH2] SSSF family transport protein",0,0,0
"905","HVO_2322 [D4GWG8] YfiH family protein",-0.422986464,-0.019744855,-0.203770679
"906","HVO_2321 [D4GWG5] (dnaG) DNA primase DnaG",0.039666344,0.416589217,0.403215812
"907","HVO_2320 [D4GWG3] GNAT family acetyltransferase",-0.646075721,-0.312195871,0.228056202
"908","HVO_2318 [D4GWF9] (uppS2) tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific)",1.05584426,-0.766148375,-0.414480517
"909","HVO_2316 [D4GWF5] serpin family protein",0.19234862,-0.595644713,-1.196337157
"910","HVO_2315 [D4GWF3] (uppS1) tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific)",0.434115017,-0.330459107,-0.560814092
"911","HVO_2314 [D4GWF1] conserved hypothetical protein",-0.281360268,2.118320729,2.226092429
"912","HVO_2313 [D4GWE9] (ahbB) siroheme decarboxylase AhbB",-0.105733046,-0.173789482,-0.426915666
"913","HVO_2312 [D4GWE7] (sirC) precorrin-2 oxidase / ferrochelatase",0.110687411,-0.049711206,-0.060802559
"914","HVO_2311 [D4GWE6] (hemA) glutamyl-tRNA reductase",0.259001249,0.141667755,0.138096914
"915","HVO_2309 [D4GWE2] (cad) probable pterin-4-alpha-carbinolamine dehydratase",-0.199231695,-0.83929303,-0.72528517
"916","HVO_2308 [D4GWE0] conserved hypothetical protein",0,0,0
"917","HVO_2307 [D4GWD8] HAD superfamily hydrolase",-0.195181507,0.749894252,0.498464763
"918","HVO_2306 [D4GWD4] receiver box response regulator",-0.280546817,0.642468852,0.758866618
"919","HVO_2305 [D4GWD6] (moeA2) molybdopterin molybdenumtransferase",0.111275368,-0.320253501,-0.145349782
"920","HVO_2304 [D4GWG7] (moeA1) molybdopterin molybdenumtransferase",0.041252174,0.683102616,0.642378182
"921","HVO_2303 [D4GWH3] (hsp20E) Hsp20-type molecular chaperone",-0.095021765,0.53370898,0.519106929
"922","HVO_2302 [D4GWH1] UbiB family protein",0.74285367,-0.654194874,-0.288578329
"923","HVO_2300 [D4GWG6] (tef5A) translation elongation factor aEF-5A",-0.219793132,1.210345046,1.121614743
"924","HVO_2299 [D4GWG4] (speB) agmatinase",0.958976783,-0.198048436,-0.031052042
"925","HVO_2298 [D4GWG2] GTP cyclohydrolase 1 domain protein",0.149734294,-0.253908526,-0.077639952
"926","HVO_2297 [D4GWG0] (dhs1) deoxyhypusine synthase",-0.417848536,1.023076223,1.030459379
"927","HVO_2294 [D4GWF4] conserved hypothetical protein",0,0,0
"928","HVO_2291 [D4GWE5] hypothetical protein",0.140955842,-0.430164887,-0.775408017
"929","HVO_2286 [D4GWD5] conserved hypothetical protein",1.094756397,1.551138177,0.053419415
"930","HVO_2278 [D4GVZ4] conserved hypothetical protein",0,0,0
"931","HVO_2276 [D4GVZ2] conserved hypothetical protein",1.396645777,3.551157853,3.918361805
"932","HVO_2271 [D4GVY7] (rmeS) type I site-specific deoxyribonuclease subunit RmeS",1.187278648,-1.704778836,-1.432894101
"933","HVO_2270 [D4GVY6] (rmeM) type I restriction-modification system DNA-methyltransferase RmeM",0.936564129,-0.285819119,0.110759904
"934","HVO_2269 [D4GVY5] (rmeR) type I site-specific deoxyribonuclease subunit RmeR",0.795690991,-1.189439132,-1.031122408
"935","HVO_2268 [D4GVY4] (tbp4) TATA-binding transcription initiation factor",0.226856733,1.046045732,0.880609487
"936","HVO_2267 [D4GVY3] conserved hypothetical protein",0.866184886,-0.287099509,-0.424695604
"937","HVO_2266 [D4GVY2] conserved hypothetical protein",0.400364737,-1.393045042,-1.324408004
"938","HVO_2265 [D4GVY1] conserved hypothetical protein",0.260982699,-0.227329819,-0.326834012
"939","HVO_2263 [D4GVX9] HTH domain protein",0.760789786,-2.735827555,-2.696376745
"940","HVO_2256 [D4GVX2] DUF262 family protein",0.628541918,-1.19034666,-1.173922744
"941","HVO_2255 [D4GVX1] conserved hypothetical protein",0.278058325,-1.179392584,-1.239595002
"942","HVO_2253 [D4GVW9] conserved hypothetical protein",0.326050158,3.185132134,2.102297459
"943","HVO_2250 [D4GVW6] (apt3) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.607623882,0.195015214,0.249777659
"944","HVO_2248 [D4GVW4] conserved hypothetical protein",0.410025688,-0.644678731,-0.558047335
"945","HVO_2244 [D4GVW0] fumarylacetoacetase family protein",-0.306363736,0.831154617,0.695953187
"946","HVO_2242 [D4GVV8] (tif2b2) translation initiation factor aIF-2 beta subunit / probable RNA-binding protein",0.497432727,-0.331195945,-0.226996793
"947","HVO_2239 [D4GVV5] UspA domain protein",-0.553932311,1.226548642,0.931182873
"948","HVO_2234 [D4GVV0] (msrB) peptide methionine sulfoxide reductase MsrB (R-form specific)",-0.416879429,0.896256219,0.883248372
"949","HVO_2233 [D4GVU9] conserved hypothetical protein",0,0,0
"950","HVO_2232 [D4GVU8] (cirD) KaiC-type circadian clock protein CirD",0.842506972,-0.883950583,-1.39388807
"951","HVO_2231 [D4GVU7] probable oxidoreductase (aldo-keto reductase family protein)",-0.159181085,0.570634788,0.666735353
"952","HVO_2230 [D4GVU6] HAD superfamily hydrolase",-0.213647366,0.206674751,-0.069652108
"953","HVO_2229 [D4GVU5] flavin-containing amine-oxidoreductase",0.810480384,-0.721247618,-0.746236849
"954","HVO_2228 [D4GVU4] PHP domain protein",0.940101838,8.264274726,6.796629821
"955","HVO_2227 [D4GVU3] (ahbA) siroheme decarboxylase AhbA",0.085685295,-0.3542485,-0.41403339
"956","HVO_2226 [D4GVU2] (trpD2) probable phosphoribosyltransferase (homolog to anthranilate phosphoribosyltransferase)",-0.201687657,0.136563074,0.161650496
"957","HVO_2225 [D4GVU1] AstE domain protein",0.733504207,-0.187843414,0.0599251
"958","HVO_2222 [D4GVT8] (ppiA) CYPL-type peptidylprolyl isomerase",-0.3745315,1.552009267,1.725755102
"959","HVO_2220 [D4GVT6] (htr38) transducer protein Htr38",-0.4225787,0.964487941,0.347736908
"960","HVO_2218 [D4GVF0] conserved hypothetical protein",-0.331018035,0.355554098,0.174337111
"961","HVO_2213 [D4GVE6] conserved hypothetical protein",-0.187063994,0.803221656,0.776915995
"962","HVO_2209 [D4GVE2] (oadhA4) probable branched-chain amino acid dehydrogenase E1 component alpha subunit",0.145700873,-1.638684544,-2.136254106
"963","HVO_2207 [D4GVE0] (tmk) thymidylate kinase",-0.084410778,0.823058108,0.792502282
"964","HVO_2205 [D4GVD8] (nolA) arNOG06768 family NADH-binding domain protein",0.430023714,-0.919646424,-0.838151041
"965","HVO_2204 [D4GVD7] (cetZ1) FtsZ family protein CetZ, type III",0.296221693,-0.102518412,-0.236323069
"966","HVO_2203 [D4GVD6] conserved hypothetical protein",0.113889423,0.565008655,0.324067732
"967","HVO_2201 [D4GVD4] (cofG) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase",0.037633192,-0.44602637,-0.467591305
"968","HVO_2198 [D4GVD1] (cofH) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase",0.555472149,-1.477937514,-1.153853109
"969","HVO_2194 [D4GVC7] (sir2) Sir2-type NAD-dependent protein deacetylase",-0.435215176,-0.677310249,-0.767539037
"970","HVO_2193 [D4GVC6] (purC) phosphoribosylaminoimidazole-succinocarboxamide synthase",0.143782177,-1.042581092,-0.912375874
"971","HVO_2191 [D4GVC4] (purU) formyltetrahydrofolate deformylase<|>HVO_2930 [D4GXV7] GNAT family acetyltransferase",0.911999031,2.545136505,2.477956116
"972","HVO_2191 [D4GVC4] (purU) formyltetrahydrofolate deformylase",0.104729929,1.708140728,1.279200501
"973","HVO_2190 [D4GVC3] gluconate permease",0.872366731,-0.710195942,-0.735593848
"974","HVO_2189 [D4GVC2] (purS) phosphoribosylformylglycinamidine synthase subunit PurS",0.3916655,-1.390649503,-1.494507056
"975","HVO_2188 [D4GVC1] (purQ) phosphoribosylformylglycinamidine synthase subunit PurQ",0.738797078,-1.230980681,-1.367722516
"976","HVO_2187 [D4GVC0] TIGR01210 family protein",0.051555727,-0.223750025,0.074436305
"977","HVO_2186 [D4GVB9] DICT domain protein",0.560336045,-0.948951265,-0.209097936
"978","HVO_2183 [D4GVB6] (aor4) aldehyde ferredoxin oxidoreductase",0.469683062,-1.05181995,-0.87679082
"979","HVO_2179 [D4GVB2] conserved hypothetical protein",0,0,0
"980","HVO_2178 [D4GVB1] ubiquitin-like protein",0,0,0
"981","HVO_2177 [D4GVB0] (samp3) ubiquitin-like modifier protein SAMP3",0.267751322,1.409521978,1.422904979
"982","HVO_2176 [D4GVA9] conserved hypothetical protein (nonfunctional)",0.270195755,0.012438958,0.183983215
"983","HVO_2175 [D4GVA8] (sph3) Smc-like protein Sph3<|>HVO_B0173 [D4GPH4] (sph4) Smc-like protein Sph4",1.087052416,1.774785591,0.492487932
"984","HVO_2175 [D4GVA8] (sph3) Smc-like protein Sph3",0.224260402,0.991262073,0.588483408
"985","HVO_2174 [D4GVA7] conserved hypothetical protein",0.004957782,-0.156471472,-0.712773673
"986","HVO_2173 [D4GVA6] DUF1616 family protein",1.177914633,3.644717361,3.27249982
"987","HVO_2172 [D4GVA5] conserved hypothetical protein",0.33084543,-0.442716051,0.112216893
"988","HVO_2171 [D4GVA4] DUF58 family protein",0.381187868,-0.829991918,-1.025449859
"989","HVO_2169 [D4GVA2] conserved hypothetical protein",0.310189505,-0.366667479,-0.496272526
"990","HVO_2168 [D4GVA1] (moxR3) AAA-type ATPase (MoxR subfamily)",-0.022124755,-0.198169456,-0.097479277
"991","HVO_2167 [D4GVA0] conserved hypothetical protein",0.763286441,2.608366342,3.993308189
"992","HVO_2165 [D4GV98] ABC-type transport system permease protein",0.585779685,-0.13402551,-0.271870585
"993","HVO_2163 [D4GV96] ABC-type transport system ATP-binding protein",0.841717776,-1.072264612,-0.397840235
"994","HVO_2161 [D4GV94] probable secreted glycoprotein",-0.222964542,0.190354952,0.125979512
"995","HVO_2160 [D4GV93] probable secreted glycoprotein",0.343636924,0.053661173,0.524246018
"996","HVO_2159A [-] conserved hypothetical protein",0.017123655,0.742859437,1.014291604
"997","HVO_2158 [D4GV91] (maeB1) malic enzyme (NADP)<|>HVO_2436 [D4GSQ3] (maeB2) malate dehydrogenase (oxaloacetate-decarboxylating)",0.248996706,-0.871573676,-0.608950012
"998","HVO_2158 [D4GV91] (maeB1) malic enzyme (NADP)",0.660600297,-1.415734469,-1.060993138
"999","HVO_2156 [D4GV89] UspA domain protein",0.099329648,-1.949083787,-2.037308707
"1000","HVO_2154 [D4GV87] (thiC) phosphomethylpyrimidine synthase",0.229133615,-0.383943421,-0.532005744
