"Protein.ID","H53_EL_RM_vs_H53_LL_RM","X2174_EL_RM_vs_2174_LL_RM","X2176_EL_RM_vs_2176_LL_RM","H53_EL_RM_vs_2174_EL_RM","X2176_LL_RM_vs_H53_LL_RM","H53_EL_RM_vs_H53_EL_CM","X2176_EL_RM_vs_2176_EL_CM","H53_EL_RM_vs_2176_EL_RM","H53_EL_CM_vs_2176_EL_CM","H53_LL_RM_vs_H53_EL_CM","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"HVO_0741 [D4GTB4] (polX) DNA-directed DNA polymerase X",0.676964842,0.648393373,0.65191456,0.046410996,-0.089878624,0.216776883,0.082228018,0.180532159,-0.09870402,-0.484283033,1.56793407696976,-2.06436441070423,-0.179234575219988,-2.66170970640617,-2.75831782327925,0.26325601,-0.987381444,-0.799604664
"HVO_0742 [D4GTB6] conserved hypothetical protein",-0.007348337,0.158616253,0.289155979,-0.105959194,0.050465332,0.028669103,0.262393397,-0.270853693,-0.072968931,-0.085940086,NA,NA,NA,NA,NA,0.031051754,0.929875314,1.151176568
"HVO_0743 [D4GTB7] probable phosphodiesterase",-0.06773526,-0.00485306,-0.278954969,-0.078729158,0.112520985,-0.253648544,-0.184684392,0.111660365,0.170528149,-0.241703804,0.730088493607736,-0.699640731433204,0.109589273353589,-0.794948292373526,-0.604100392765393,0.109705594,-0.028376835,0.085742655
"HVO_0744 [D4GTB9] homolog to carboxylate-amine ligase",0,0,0,0,-0.896186927,0,0,0,0,2.611212518,0,0,0,0,0,NA,NA,NA
"HVO_0745 [D4GTC1] (cetZ2) FtsZ family protein CetZ, type III",1.627704752,1.878391791,-0.703655789,-0.510920423,0.009341801,-0.301064981,-1.770113979,-0.891775227,-0.22249352,-2.331655701,1.63476481852758,0.091796817108446,0.374896731301358,-0.677998924292982,-0.256671411158967,-0.580341806,0.418809626,0.342744317
"HVO_0753 [D4GTP4] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_0754 [D4GTP5] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.642584938,1.46982933,1.244016314
"HVO_0755 [D4GTP6] homolog to NAD-dependent epimerase/dehydratase",-0.344097738,-0.506004268,-0.463300908,0.028310444,-0.031022844,-0.037173717,-0.130718996,0.246973483,0.140217908,0.355870489,-0.41942578001113,-1.24412737033256,-0.50068212563436,-3.05385520105854,-2.95686432507416,0.11883659,-0.438930528,-0.635115781
"HVO_0756 [D4GTP7] DHH/RecJ family phosphoesterase",1.157343368,0.672496748,0.850153699,0.735548901,-0.023826126,-0.242416309,0.265237073,0.287799772,0.888797418,-1.428142553,0.131857232813558,0.882441772149628,-0.117482345173307,0.684533514542716,2.72598263647818,0.431481422,-0.635118158,-1.972307543
"HVO_0757 [D4GTP9] probable oxidoreductase (aldo-keto reductase family protein)",0.588744089,0.074075489,0.633641256,0.334408443,0.128510925,0.307156711,0.290887217,-0.089657863,-0.164656777,-0.176630233,2.11475163672378,2.79313153474951,-0.596611491389886,0.609805622019804,-0.440962744316675,-0.063400104,-0.661012499,-0.547274533
"HVO_0758 [D4GTQ1] small CPxCG-related zinc finger protein",-0.626680924,-0.020768872,-0.429165597,-0.551740078,-0.358890437,-1.036912038,-0.451583045,0.138715524,0.600371335,-0.447669757,NA,NA,NA,NA,NA,-0.356498076,1.487086034,1.201214709
"HVO_0759 [D4GTQ3] major facilitator superfamily transport protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.677368851128508,0.0316579330149692,0.565395269465324,1.41399372498693,1.57227138582785,NA,NA,NA
"HVO_0760 [D4GTQ4] probable glycosyltransferase, type 2",0.048042922,0.098516889,0.035715735,-0.05086244,0.056341414,-0.112304676,-0.113010306,-0.047547653,0.03939558,-0.071334944,1.08767478999765,0.409878539962229,-0.426003750019471,-1.29766218336579,-0.829075126392538,0.082258227,-0.18610418,-0.134397531
"HVO_0760 [D4GTQ4] probable glycosyltransferase, type 2<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",-0.186838451,0.904490859,-0.242624205,-0.777081708,-0.074937953,-0.426624525,-0.791565757,0.085038777,-0.236121024,-0.220685242,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_0761 [D4GTQ5] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.767138677,0.814460643,0.718546371
"HVO_0762 [D4GTQ7] NUDIX family hydrolase",0,0,0,0,-0.007359673,0,0,0,0,0.003363153,NA,NA,NA,NA,NA,0.269619609,0.08530642,0.032030228
"HVO_0763 [D4GTQ8] DoxX domain protein",-2.72840997,-1.627217864,-0.699614273,-1.918051334,-0.329869831,-0.795575089,3.618386535,-1.782125697,6.552227028,1.929870352,-0.420736545184,1.74380347989847,-0.485260911860261,1.19099392345931,-0.121674982843103,0.132035586,-1.390479641,-2.272896059
"HVO_0763 [D4GTQ8] DoxX domain protein<|>HVO_A0548 [D4GRL0] DoxX domain protein",-1.670505249,-0.390706696,-0.698860827,-1.045591704,-0.292555811,-0.717682868,-0.576859458,-0.834974136,-0.71350253,0.80655728,-2.86102318454997,1.94822717220026,-0.155345874191446,2.89059800299616,1.68549045371135,0.108041508,0.070657894,0.062890744
"HVO_0764 [D4GTR0] conserved hypothetical protein",-1.11680859,-0.040343184,0,-0.362535795,-0.350722006,-0.238580824,0,3.183427444,-0.024210777,0.912065292,NA,NA,NA,NA,NA,0.360989042,-1.234213836,-0.855579504
"HVO_0765 [D4GTR2] FAD-dependent oxidoreductase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_0766 [D4GTR3] (hsp20D) Hsp20-type molecular chaperone",0.733853964,0.615507276,0.840765195,-0.176697414,0.085151898,-0.182308459,0.185611715,-0.192001254,0.134553429,-0.863690727,0.335292120356781,1.04030141229607,1.41642418597277,0.967791506762781,0.851638504042726,-0.010634538,0.995485412,0.775582015
"HVO_0767 [D4GTR5] small CPxCG-related zinc finger protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.414741668,1.670360461,1.271650505
"HVO_0768 [D4GTR8] radical SAM domain protein",-0.202830118,-0.381597195,0.030781956,0.177130279,-0.125206095,0.010092307,0.074715268,-0.072213007,-0.009066406,0.155923702,0.470319077323329,-1.80997672533073,-0.0891821577788093,-3.06545717869114,-3.44557040097899,-0.174782248,-1.451311864,-1.383101642
"HVO_0769 [D4GTR9] TRAM domain protein",0.25909275,0.153408737,0.093531892,0.060417991,0.049018763,0.100717978,-0.153510325,0.092021418,-0.211975479,-0.165335905,-1.67046963914087,-0.490932374128403,-0.969603211963009,0.862510915551116,0.565833326823102,-0.310602083,1.265528956,1.081531523
"HVO_0770 [D4GTS1] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.411210458,1.234753321,1.174067396
"HVO_0771 [D4GTS5] beta-lactamase domain protein",0.807002773,0.511853161,1.033347971,0.01770673,-0.132131361,0.330089186,0.41317425,-0.033926407,-0.09141119,-0.514841463,-5.26813520934513,-5.25653637900972,-2.07853066734471,1.66411647274146,2.4458861009434,-0.259263054,-0.852250113,-0.551485824
"HVO_0772 [D4GTS7] NP_1176A family transcription regulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045419799,1.961235339,2.911168503
"HVO_0773 [D4GTS8] probable S-adenosylmethionine-dependent methyltransferase",-0.28282948,-0.580761345,-0.244142103,0.136009121,-0.064207432,0.070839811,0.113592176,0.062221306,0.073191292,0.329407918,-1.37707558056262,1.35549260307522,-0.391311639255741,2.57790000200552,1.17808824651152,0.4038034,-0.850856872,-0.448121302
"HVO_0774 [D4GTS9] probable glycosyltransferase, type 2",-0.389525916,-0.28842188,-0.504078627,0.046482202,-0.044376593,-0.368052017,0.01776776,-0.04645263,-0.076431061,0.780573184,-1.82894719338585,0.574832536889399,-0.260224289494059,2.0748861410983,1.62193648705087,0.798064141,-1.454004358,-1.599403288
"HVO_0775 [D4GTT0] amidohydrolase domain protein",-1.402903462,-1.436824368,-0.881542585,-0.102480573,-0.408600882,-0.620202727,-0.186934001,-0.154038541,0.260626596,0.676108968,0.210721830277941,-0.0561040253787512,0.334795552584428,-0.757054395775183,4.77527962286025,0.0788855,0.079924943,0.012262758
"HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3",0.108293277,-0.120053334,0.051090182,-0.052753804,0.253998315,0.394545499,0.423122517,-0.165187478,-0.168629346,0.303318962,-0.463152249452128,0.648156101220331,-0.0150766072080445,1.2063811453508,0.337925488150176,-0.180703182,1.19766299,1.387189617
"HVO_0779 [D4GTT4] (cat6) transport protein (probable substrate cationic amino acids)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56873538991347,-0.354100718221554,0.242040543945181,3.32020021683112,4.37844700097394,NA,NA,NA
"HVO_0781 [D4GTT6] S-adenosylmethionine hydroxide adenosyltransferase family protein",-0.125846189,0.087331855,-0.15254335,0.108600452,-0.091279362,0.312492783,-0.087745249,0.372050077,-0.273458336,0.487243867,-4.69514088248262,0.728401790375064,-4.3606789152316,49.3715638462961,13.0344014154364,-0.233484892,-0.77801556,-0.641853156
"HVO_0782 [D4GTT7] (nadM) nicotinamide-nucleotide adenylyltransferase",-0.090787392,0.715514774,0.825294409,-0.64773204,-0.570473917,-0.334237154,0.237171764,-0.477886281,0.168924434,-0.119006131,NA,NA,NA,NA,NA,-0.3976057,0.449792529,0.230712167
"HVO_0783 [D4GTT9] (lon) ATP-dependent protease Lon",-0.408660305,-0.523805282,-0.199867568,0.077540719,-0.148316405,-0.139550657,0.065833897,-0.015654962,0.172842638,0.271667858,-1.32678389838851,1.06616911866449,-1.63967111060885,1.93633770831808,0.115035676356488,-0.261976603,-1.104858902,-1.083585533
"HVO_0784 [D4GU09] Abi/CAAX domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0443103833928,14.3650102589564,9.15369028972825,0,0,NA,NA,NA
"HVO_0785 [D4GU10] conserved hypothetical protein",0.351740361,0.425983899,0.835186189,-0.24807489,-0.271891279,-0.42448624,0.077159171,-0.208029001,0.311356444,-0.77845485,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_0786 [D4GU11] (ogt1) probable methylated-DNA--protein-cysteine methyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197585036,0.779281311,0.411965936
"HVO_0787 [P18304] (trpC) indole-3-glycerol-phosphate synthase",0,0,0,0,0,0,0,0,0,0,1.35548820075979,-0.0615586044910888,-0.309775724103172,-1.76820398126289,-0.976049133469676,-0.319057759,1.995351001,2.057435901
"HVO_0788 [P18285] (trpB) tryptophan synthase beta subunit",-1.718773635,-1.140780212,-1.518747774,-0.064385299,0.039179438,-0.158804679,0.097653471,-0.023088612,0.225829847,1.059525195,-0.122486927785012,-0.809277319977265,-0.225761798272753,-0.374106921229144,-0.553136830349497,0.280606984,2.081842512,2.268902615
"HVO_0789 [P18284] (trpA) tryptophan synthase alpha subunit",0,0,0,0,0,0,0,0,0,0,0.151024689996351,-1.16726105599365,-0.187847390087645,-1.35400064364744,-1.065213382698,1.763004423,2.51727176,2.165859289
"HVO_0790 [D4GU21] (fba2) 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase",-0.211216391,0.054036276,-0.184341127,-0.105517174,0.137274535,-0.191192484,0.014503585,-0.173710243,0.102941416,-0.080137534,-0.963500825533313,0.375754137475984,0.203749885337784,0.498347559023984,0.71986191148598,-0.092626822,0.680261645,0.755683567
"HVO_0791 [D4GU22] (ogt2) probable methylated-DNA--protein-cysteine methyltransferase",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_0792 [D4GU24] (aroB) 3-dehydroquinate synthase, type II",-0.09674709,-0.058539376,-0.07521057,-0.043614073,-0.00814139,-0.011457428,-0.025833566,-0.002273378,-0.0570211,0.103336345,0.370789296433962,-0.698418428782981,0.294714015327904,-1.21901253931414,-0.508496968353646,-0.213145409,0.189407499,0.215503923
"HVO_0793 [D4GU93] small CPxCG-related zinc finger protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5319826,-0.215726769,-1.385986567
"HVO_0794 [D4GU94] (zim) CTAG modification methylase",-0.08278788,0.327000896,0.310021792,-0.352675273,-0.167871524,-0.54011277,0.087323967,-0.239145762,0.327276233,-0.302523849,NA,NA,NA,NA,NA,0.090694757,-1.094825001,-1.094386996
"HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB",-2.141811628,-2.529893234,-2.126422926,0.334188024,-0.106048321,0.080825701,0.239537065,-0.021528692,0.041536824,2.556157009,-0.502078776004468,-0.488344854159563,-0.555344725136916,-1.32566229906285,-3.42342989469653,0.21477129,-0.177925337,-0.254540601
"HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB",0,-1.760382883,-0.439775605,0,0,0,0.14379432,0,0.050069018,1.624188508,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB<|>HVO_B0285 [D4GPT2] (tfb3) transcription initiation factor TFB",0,1.240476642,0.569484526,0,0,0,3.338964905,0,3.026256817,1.80013348,NA,NA,NA,NA,NA,0.624931329,0.37800085,0.478277258
"HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_B0285 [D4GPT2] (tfb3) transcription initiation factor TFB",-1.354177246,-2.253965828,-1.289218679,0.2920414,0.066187269,0.140881617,0.335171077,-0.1598727,0.080719867,1.49469247,5.28087959434499,5.20497947093586,1.52485781481825,-1.03698709876353,-3.85204730083619,0.489438827,-0.104018586,0.09334243
"HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB",-2.111026961,-2.052719699,-1.995099314,0.209222139,-0.312802668,0.457383851,0.17595704,0.099195747,-0.206874066,2.698984651,-0.525400262295779,0.567517474756439,0.00300357565816589,-0.0458254211984385,-0.882538337744598,0.354485027,0.429825593,0.87045775
"HVO_0796 [D4GU96] ABC-type transport system periplasmic substrate-binding protein (probable substrate iron/cobalamin)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.592023241,-0.586540182,-0.607339898
"HVO_0797 [D4GU99] probable inosine/xanthosine triphosphatase",-0.041202208,0.556153497,-0.422121932,0.031508894,0.273028446,0.389656274,0.548404663,0.11709318,0.323154639,0.461178433,0,0,0,0,0,-0.028284068,0.727114797,0.626799583
"HVO_0798 [D4GUA0] (aglD) dolichyl-phosphate mannosyltransferase AglD",-0.940375508,-0.724558905,-0.809379725,-0.048505324,0.167063496,-0.032204214,0.27688485,-0.329256546,0.101971131,0.851844125,-1.34700692285179,1.79787618734835,-0.19423865332115,2.81696825124114,1.84608652678655,1.10391205,-0.689662418,-0.344051993
"HVO_0799 [D4GUA1] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_0801 [D4GUA4] stomatin family protein",2.187770762,1.808905583,2.018638887,0.139226863,0.180723381,0.6259741,0.563533085,-0.037354092,-0.080442744,-1.569572294,-0.939292676087681,1.2121159149501,0.266525705262886,2.34937047783156,2.04504881499309,0.555568353,0.078379585,0.202706079
"HVO_0802 [D4GUA7] NfeD domain protein",1.07888514,0.77575485,1.139102789,-0.000473065,0.092692715,0.14013017,0.404003285,-0.108645895,0.130972384,-0.93458533,-0.929896707028861,1.670266180375,-0.0791075024941875,2.95453683059807,1.24756740398993,-0.564208206,0.372128845,0.215243057
"HVO_0803 [D4GUB0] homolog to restriction system mrr",-2.773399989,0.325705966,-2.016707203,-0.568382994,-0.886677505,-0.390534703,-1.689024534,-0.042709555,-0.463619147,0.565965266,NA,NA,NA,NA,NA,0,0,0
"HVO_0805 [D4GUB4] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.245538671125231,12.7098028495336,20.2413647555836,12.4225314772201,2.62537845864389,-0.42281747,-0.008426371,-0.129877811
"HVO_0806 [D4GUB6] (pykA) pyruvate kinase",-0.333185297,-0.42843784,-0.436976941,-0.110803696,0.129124188,-0.055969352,-0.030313301,-0.028668358,0.012090642,0.24283849,-0.475708391921795,-0.0610135625658223,0.509304161153142,0.154942149371,1.04911514698597,0.431349207,-0.634110704,-0.367767942
"HVO_0807 [D4GUB8] conserved hypothetical protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.431625658,-1.361126695,-1.693697209
"HVO_0808 [D4GUC1] conserved hypothetical protein",0,1.067191601,0,0,-0.581112712,0,0,0,0,5.826953348,2.87527625139103,0.420340408701469,0.826822214718863,-3.90333836502267,-0.184610498679169,-0.048366596,-0.429096825,-0.574519578
"HVO_0809 [D4GUC3] (metS) methionine--tRNA ligase",-0.265407531,-0.237464518,-0.173870775,0.02503196,-0.055386332,0.028092126,-0.004954365,-0.024575297,-0.05637446,0.323543236,0.355722646153931,-0.429054062891535,0.271599268323934,-1.31508357746465,-0.445385623256832,0.123093502,-0.32451074,-0.165662637
"HVO_0810 [D4GUC4] conserved hypothetical protein",0.977996951,2.063258605,-0.6205547,-0.53466904,3.310217845,-0.245715805,-0.1977956,-0.21718778,-0.1716498,0,-0.959543973182047,1.71787886764137,-0.135789091899303,5.35767377692251,2.09715824599586,0,0,0
"HVO_0811 [D4GUC7] (panD) aspartate 1-decarboxylase",-1.448859129,-1.369884201,-1.2700939,0.114397378,-0.20515264,0.045912389,-0.039702369,-0.006745682,-0.103393084,1.349701327,NA,NA,NA,NA,NA,0.465316163,0.039832291,-0.4395471
"HVO_0812 [D4GUD0] (ppsA) phosphoenolpyruvate synthase",0.128552619,0.074630251,0.08615053,0.003350769,-0.104772468,-0.006258548,-0.109886906,0.102496564,0.034545932,-0.100678868,-0.215749504285255,0.935638166283285,-0.0237060875621296,1.46020283433843,0.762925282124396,-0.202983379,-0.20224012,-0.194634069
"HVO_0815 [D4GUD4] arNOG05395 family transcription regulator",0.414379041,0.390208155,0.464004472,-0.199550872,0.050237008,-0.133519117,-0.095561525,-0.09837724,-0.162237933,-0.368179052,NA,NA,NA,NA,NA,-0.183478782,0.279049197,0.034071662
"HVO_0816 [D4GUD6] probable phosphoesterase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7862717270674,1.74579541692629,10.7169286919435,0,0,NA,NA,NA
"HVO_0817 [D4GUD8] amine oxidase domain protein",0.564663106,0.255248135,0.342563158,0.185581894,0.064676087,0.306257402,0.03458015,0.181309967,-0.10779022,-0.279529145,-1.09330090312989,0.816027565782031,-0.257975386913764,1.82859341220223,1.69860863047137,-0.032103858,-1.143275793,-0.979276463
"HVO_0818 [D4GUE0] (thrC2) threonine synthase",-0.606944883,-0.488637237,-0.64546492,-0.011230447,-0.077640268,-0.144487217,-0.300713922,0.132575537,-0.021663225,0.44966998,0.800133746572536,-0.113692186004729,0.410130902185711,-1.26645415241385,-0.500197777353157,-0.615774739,-0.148180275,0.1330063
"HVO_0818 [D4GUE0] (thrC2) threonine synthase<|>decoy_HVO_2865 [D4GXG9] (folD) methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0248230346395101,-2.15852365094048,0.322586471053385,-2.28773705331243,-1.46678761484043,NA,NA,NA
"HVO_0819 [D4GUE2] (sirR) SirR/DtxR family transcription regulator SirR",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.876551454,1.830738455,2.071787803
"HVO_0821 [D4GUE8] LysE family transport protein",-0.300718105,-0.854227949,-0.64788373,0.435058937,-0.021540964,0.468898481,0.275061912,0.477151064,0.240017885,0.624133015,-2.4197805191246,-0.405348426953802,-0.467602721079728,1.65876422595912,2.51517034063345,0.613220761,0.698081197,0.640180011
"HVO_0822 [D4GUF0] (gldA) glycerol-1-phosphate dehydrogenase (NAD(P))",-0.654491226,-0.278761157,-0.370544939,-0.41484853,0.155694359,-0.441783469,-0.112853445,-0.290312957,0.085549999,0.183140413,-0.339675564030183,-1.77634850843757,1.4938827075347,-1.09778321555794,0.560813262553204,0.03283442,0.05270405,0.006743634
"HVO_0823 [D4GUF2] DUF420 family protein",-0.359521381,-0.716326104,0.078191381,0.417288123,-0.427340698,0.519122757,0.828120373,0.06296197,0.347180026,0.899932086,0,0,0,0,0,NA,NA,NA
"HVO_0824 [D4GUF3] probable glycosyltransferase, type 1",0.661318416,0.454242231,0.606012456,0.170178652,-0.120407082,0.147221394,0.044048056,0.149320881,0.016560674,-0.504121303,-0.05390378508535,1.21513885273676,-0.0328735913690193,1.19595744095216,0.59510903195972,0.44205024,-1.485861949,-1.902369739
"HVO_0825 [D4GUF5] (hcpA) halocyanin",1.072521697,-0.212948045,0.556861029,0.955181644,0.206340209,0.725042176,0.407295741,0.357805579,0.106339021,-0.358025823,NA,NA,NA,NA,NA,-0.74650311,0.528118493,0.596607131
"HVO_0826 [D4GUF7] peptidase M42 family protein",-0.959066741,-0.650606237,-0.785202769,-0.283018641,0.19865842,-0.505485307,-0.084950004,-0.315530436,0.106797127,0.473711373,-0.528906624815979,0.15237088168323,0.00471977423113506,0.920968241027829,0.875920399368586,-0.128333414,-1.000156514,-1.167658353
"HVO_0827 [D4GUF9] MTH865 family protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1.115652246,0.467267789,0.486278783
"HVO_0828 [D4GUG1] conserved hypothetical protein",0.372365239,-1.496300614,-0.790261072,1.257401619,0.743050254,0.082889817,0.072063659,0.469495005,0.421142842,-0.265209402,NA,NA,NA,NA,NA,0.57264648,-0.707218884,-1.095088733
"HVO_0829 [D4GUG3] peptidase S9 family protein",2.061314111,2.059758288,2.182624689,0.120200795,-0.145287406,0.391243186,0.033722078,0.113444577,-0.277041342,-1.686854428,0.970911565654592,-0.345482341436554,0.461352878711948,-0.703488612249716,0.360171015254919,0.417177077,-0.88557738,-0.726617432
"HVO_0830 [D4GUG5] (mmcB) methylmalonyl-CoA mutase subunit B (cobalamin-binding subunit)",0.349510769,0.222882715,0.82508293,-0.070341489,-0.278744827,-0.263444559,0.02524808,-0.266072459,0.079201108,-0.590310356,NA,NA,NA,NA,NA,-0.363033227,-0.277928688,-0.79563923
"HVO_0831 [D4GUG7] (ygfD) YgfD family GTPase",0.317205641,-0.092120626,0.163906709,0.222684925,0.100525875,0.143094945,0.021958969,0.053481979,-0.107364224,-0.137701303,3.67458920986868,-0.574419365813506,0.355625709933828,-2.34553814586769,-1.75789725344364,-0.375174931,-0.981938059,-1.545933056
